temple_name,city,year,month,day_of_month,time_slot,is_holiday,is_durga_puja_or_navratri,weather,headcount
Dakshineswar Kali,Kolkata,2010,10,2,6,1,1,Clear,11145
Dakshineswar Kali,Kolkata,2010,10,2,7,1,1,Rain,11940
Dakshineswar Kali,Kolkata,2010,10,2,8,1,1,Rain,21907
Dakshineswar Kali,Kolkata,2010,10,2,9,1,1,Cloudy,11272
Dakshineswar Kali,Kolkata,2010,10,2,10,1,1,Cloudy,24753
Dakshineswar Kali,Kolkata,2010,10,2,11,1,1,Rain,20101
Dakshineswar Kali,Kolkata,2010,10,2,12,1,1,Cloudy,24260
Dakshineswar Kali,Kolkata,2010,10,2,13,1,1,Cloudy,15952
Dakshineswar Kali,Kolkata,2010,10,2,14,1,1,Clear,17650
Dakshineswar Kali,Kolkata,2010,10,2,15,1,1,Rain,13830
Dakshineswar Kali,Kolkata,2010,10,2,16,1,1,Humid,18098
Dakshineswar Kali,Kolkata,2010,10,2,17,1,1,Clear,10383
Dakshineswar Kali,Kolkata,2010,10,2,18,1,1,Clear,42045
Dakshineswar Kali,Kolkata,2010,10,2,19,1,1,Humid,41041
Dakshineswar Kali,Kolkata,2010,10,2,20,1,1,Cloudy,57725
Dakshineswar Kali,Kolkata,2010,10,2,21,1,1,Rain,38012
Dakshineswar Kali,Kolkata,2010,10,2,22,1,1,Rain,54404
Dakshineswar Kali,Kolkata,2010,10,2,23,1,1,Clear,52383
Dakshineswar Kali,Kolkata,2010,10,3,0,1,1,Humid,18638
Dakshineswar Kali,Kolkata,2010,10,3,1,1,1,Humid,16699
Dakshineswar Kali,Kolkata,2010,10,3,2,1,1,Rain,21640
Dakshineswar Kali,Kolkata,2010,10,3,3,1,1,Rain,11791
Dakshineswar Kali,Kolkata,2010,10,3,4,1,1,Clear,13607
Dakshineswar Kali,Kolkata,2010,10,3,5,1,1,Clear,15229
Dakshineswar Kali,Kolkata,2010,10,3,6,1,1,Humid,20898
Dakshineswar Kali,Kolkata,2010,10,3,7,1,1,Rain,11576
Dakshineswar Kali,Kolkata,2010,10,3,8,1,1,Humid,23103
Dakshineswar Kali,Kolkata,2010,10,3,9,1,1,Humid,22752
Dakshineswar Kali,Kolkata,2010,10,3,10,1,1,Clear,16782
Dakshineswar Kali,Kolkata,2010,10,3,11,1,1,Rain,10396
Dakshineswar Kali,Kolkata,2010,10,3,12,1,1,Clear,24881
Dakshineswar Kali,Kolkata,2010,10,3,13,1,1,Clear,17288
Dakshineswar Kali,Kolkata,2010,10,3,14,1,1,Cloudy,23783
Dakshineswar Kali,Kolkata,2010,10,3,15,1,1,Humid,24161
Dakshineswar Kali,Kolkata,2010,10,3,16,1,1,Rain,24788
Dakshineswar Kali,Kolkata,2010,10,3,17,1,1,Rain,10651
Dakshineswar Kali,Kolkata,2010,10,3,18,1,1,Cloudy,51247
Dakshineswar Kali,Kolkata,2010,10,3,19,1,1,Cloudy,66488
Dakshineswar Kali,Kolkata,2010,10,3,20,1,1,Cloudy,61836
Dakshineswar Kali,Kolkata,2010,10,3,21,1,1,Cloudy,47059
Dakshineswar Kali,Kolkata,2010,10,3,22,1,1,Humid,66606
Dakshineswar Kali,Kolkata,2010,10,3,23,1,1,Humid,53506
Dakshineswar Kali,Kolkata,2010,10,4,0,0,1,Clear,90814
Dakshineswar Kali,Kolkata,2010,10,4,1,0,1,Cloudy,71335
Dakshineswar Kali,Kolkata,2010,10,4,2,0,1,Clear,56778
Dakshineswar Kali,Kolkata,2010,10,4,3,0,1,Humid,49099
Dakshineswar Kali,Kolkata,2010,10,4,4,0,1,Rain,70708
Dakshineswar Kali,Kolkata,2010,10,4,5,0,1,Clear,61461
Dakshineswar Kali,Kolkata,2010,10,4,6,0,1,Rain,104258
Dakshineswar Kali,Kolkata,2010,10,4,7,0,1,Humid,47719
Dakshineswar Kali,Kolkata,2010,10,4,8,0,1,Rain,41590
Dakshineswar Kali,Kolkata,2010,10,4,9,0,1,Cloudy,64714
Dakshineswar Kali,Kolkata,2010,10,4,10,0,1,Cloudy,34567
Dakshineswar Kali,Kolkata,2010,10,4,11,0,1,Humid,71976
Dakshineswar Kali,Kolkata,2010,10,4,12,0,1,Cloudy,70735
Dakshineswar Kali,Kolkata,2010,10,4,13,0,1,Cloudy,47123
Dakshineswar Kali,Kolkata,2010,10,4,14,0,1,Cloudy,57760
Dakshineswar Kali,Kolkata,2010,10,4,15,0,1,Humid,86460
Dakshineswar Kali,Kolkata,2010,10,4,16,0,1,Cloudy,51530
Dakshineswar Kali,Kolkata,2010,10,4,17,0,1,Cloudy,85373
Dakshineswar Kali,Kolkata,2010,10,4,18,0,1,Humid,248597
Dakshineswar Kali,Kolkata,2010,10,4,19,0,1,Rain,192496
Dakshineswar Kali,Kolkata,2010,10,4,20,0,1,Rain,203920
Dakshineswar Kali,Kolkata,2010,10,4,21,0,1,Clear,178055
Dakshineswar Kali,Kolkata,2010,10,4,22,0,1,Rain,350113
Dakshineswar Kali,Kolkata,2010,10,4,23,0,1,Humid,171834
Dakshineswar Kali,Kolkata,2010,10,5,0,0,1,Clear,15949
Dakshineswar Kali,Kolkata,2010,10,5,1,0,1,Clear,13078
Dakshineswar Kali,Kolkata,2010,10,5,2,0,1,Rain,19883
Dakshineswar Kali,Kolkata,2010,10,5,3,0,1,Clear,21963
Dakshineswar Kali,Kolkata,2010,10,5,4,0,1,Humid,14781
Dakshineswar Kali,Kolkata,2010,10,5,5,0,1,Rain,20188
Dakshineswar Kali,Kolkata,2010,10,5,6,0,1,Rain,22742
Dakshineswar Kali,Kolkata,2010,10,5,7,0,1,Cloudy,12444
Dakshineswar Kali,Kolkata,2010,10,5,8,0,1,Cloudy,17081
Dakshineswar Kali,Kolkata,2010,10,5,9,0,1,Rain,13201
Dakshineswar Kali,Kolkata,2010,10,5,10,0,1,Cloudy,11938
Dakshineswar Kali,Kolkata,2010,10,5,11,0,1,Clear,10328
Dakshineswar Kali,Kolkata,2010,10,5,12,0,1,Cloudy,18570
Dakshineswar Kali,Kolkata,2010,10,5,13,0,1,Rain,20791
Dakshineswar Kali,Kolkata,2010,10,5,14,0,1,Rain,18962
Dakshineswar Kali,Kolkata,2010,10,5,15,0,1,Clear,18395
Dakshineswar Kali,Kolkata,2010,10,5,16,0,1,Rain,15491
Dakshineswar Kali,Kolkata,2010,10,5,17,0,1,Clear,21304
Dakshineswar Kali,Kolkata,2010,10,5,18,0,1,Clear,50692
Dakshineswar Kali,Kolkata,2010,10,5,19,0,1,Humid,28644
Dakshineswar Kali,Kolkata,2010,10,5,20,0,1,Cloudy,82720
Dakshineswar Kali,Kolkata,2010,10,5,21,0,1,Humid,39101
Dakshineswar Kali,Kolkata,2010,10,5,22,0,1,Rain,51034
Dakshineswar Kali,Kolkata,2010,10,5,23,0,1,Clear,68050
Dakshineswar Kali,Kolkata,2010,10,6,0,0,1,Clear,16123
Dakshineswar Kali,Kolkata,2010,10,6,1,0,1,Clear,18252
Dakshineswar Kali,Kolkata,2010,10,6,2,0,1,Humid,10255
Dakshineswar Kali,Kolkata,2010,10,6,3,0,1,Cloudy,23121
Dakshineswar Kali,Kolkata,2010,10,6,4,0,1,Clear,19220
Dakshineswar Kali,Kolkata,2010,10,6,5,0,1,Clear,20234
Dakshineswar Kali,Kolkata,2010,10,6,6,0,1,Humid,10167
Dakshineswar Kali,Kolkata,2010,10,6,7,0,1,Humid,11491
Dakshineswar Kali,Kolkata,2010,10,6,8,0,1,Humid,14280
Dakshineswar Kali,Kolkata,2010,10,6,9,0,1,Rain,24453
Dakshineswar Kali,Kolkata,2010,10,6,10,0,1,Cloudy,21595
Dakshineswar Kali,Kolkata,2010,10,6,11,0,1,Cloudy,12158
Dakshineswar Kali,Kolkata,2010,10,6,12,0,1,Rain,20041
Dakshineswar Kali,Kolkata,2010,10,6,13,0,1,Rain,20046
Dakshineswar Kali,Kolkata,2010,10,6,14,0,1,Humid,13167
Dakshineswar Kali,Kolkata,2010,10,6,15,0,1,Clear,18339
Dakshineswar Kali,Kolkata,2010,10,6,16,0,1,Clear,24257
Dakshineswar Kali,Kolkata,2010,10,6,17,0,1,Clear,10310
Dakshineswar Kali,Kolkata,2010,10,6,18,0,1,Humid,46833
Dakshineswar Kali,Kolkata,2010,10,6,19,0,1,Clear,60683
Dakshineswar Kali,Kolkata,2010,10,6,20,0,1,Cloudy,56080
Dakshineswar Kali,Kolkata,2010,10,6,21,0,1,Rain,44609
Dakshineswar Kali,Kolkata,2010,10,6,22,0,1,Humid,59383
Dakshineswar Kali,Kolkata,2010,10,6,23,0,1,Humid,53327
Dakshineswar Kali,Kolkata,2010,10,7,0,0,1,Clear,22480
Dakshineswar Kali,Kolkata,2010,10,7,1,0,1,Clear,23191
Dakshineswar Kali,Kolkata,2010,10,7,2,0,1,Clear,19642
Dakshineswar Kali,Kolkata,2010,10,7,3,0,1,Cloudy,13947
Dakshineswar Kali,Kolkata,2010,10,7,4,0,1,Clear,16967
Dakshineswar Kali,Kolkata,2010,10,7,5,0,1,Cloudy,10809
Dakshineswar Kali,Kolkata,2010,10,7,6,0,1,Humid,11833
Dakshineswar Kali,Kolkata,2010,10,7,7,0,1,Rain,18660
Dakshineswar Kali,Kolkata,2010,10,7,8,0,1,Humid,10758
Dakshineswar Kali,Kolkata,2010,10,7,9,0,1,Cloudy,13324
Dakshineswar Kali,Kolkata,2010,10,7,10,0,1,Rain,22653
Dakshineswar Kali,Kolkata,2010,10,7,11,0,1,Rain,19593
Dakshineswar Kali,Kolkata,2010,10,7,12,0,1,Humid,12414
Dakshineswar Kali,Kolkata,2010,10,7,13,0,1,Humid,22814
Dakshineswar Kali,Kolkata,2010,10,7,14,0,1,Cloudy,23270
Dakshineswar Kali,Kolkata,2010,10,7,15,0,1,Clear,21085
Dakshineswar Kali,Kolkata,2010,10,7,16,0,1,Clear,10188
Dakshineswar Kali,Kolkata,2010,10,7,17,0,1,Cloudy,18167
Dakshineswar Kali,Kolkata,2010,10,7,18,0,1,Clear,77475
Dakshineswar Kali,Kolkata,2010,10,7,19,0,1,Clear,65994
Dakshineswar Kali,Kolkata,2010,10,7,20,0,1,Humid,72492
Dakshineswar Kali,Kolkata,2010,10,7,21,0,1,Rain,73960
Dakshineswar Kali,Kolkata,2010,10,7,22,0,1,Rain,32672
Dakshineswar Kali,Kolkata,2010,10,7,23,0,1,Humid,28646
Dakshineswar Kali,Kolkata,2010,10,8,0,0,1,Clear,15479
Dakshineswar Kali,Kolkata,2010,10,8,1,0,1,Cloudy,17641
Dakshineswar Kali,Kolkata,2010,10,8,2,0,1,Humid,23993
Dakshineswar Kali,Kolkata,2010,10,8,3,0,1,Humid,17439
Dakshineswar Kali,Kolkata,2010,10,8,4,0,1,Rain,14227
Dakshineswar Kali,Kolkata,2010,10,8,5,0,1,Clear,21748
Dakshineswar Kali,Kolkata,2010,10,8,6,0,1,Humid,23391
Dakshineswar Kali,Kolkata,2010,10,8,7,0,1,Rain,16468
Dakshineswar Kali,Kolkata,2010,10,8,8,0,1,Humid,24090
Dakshineswar Kali,Kolkata,2010,10,8,9,0,1,Cloudy,16320
Dakshineswar Kali,Kolkata,2010,10,8,10,0,1,Cloudy,15511
Dakshineswar Kali,Kolkata,2010,10,8,11,0,1,Cloudy,22047
Dakshineswar Kali,Kolkata,2010,10,8,12,0,1,Cloudy,13749
Dakshineswar Kali,Kolkata,2010,10,8,13,0,1,Rain,19861
Dakshineswar Kali,Kolkata,2010,10,8,14,0,1,Cloudy,15903
Dakshineswar Kali,Kolkata,2010,10,8,15,0,1,Clear,24222
Dakshineswar Kali,Kolkata,2010,10,8,16,0,1,Cloudy,23550
Dakshineswar Kali,Kolkata,2010,10,8,17,0,1,Humid,12686
Dakshineswar Kali,Kolkata,2010,10,8,18,0,1,Rain,58806
Dakshineswar Kali,Kolkata,2010,10,8,19,0,1,Humid,42395
Dakshineswar Kali,Kolkata,2010,10,8,20,0,1,Cloudy,87834
Dakshineswar Kali,Kolkata,2010,10,8,21,0,1,Clear,54316
Dakshineswar Kali,Kolkata,2010,10,8,22,0,1,Clear,46880
Dakshineswar Kali,Kolkata,2010,10,8,23,0,1,Clear,52967
Dakshineswar Kali,Kolkata,2010,10,9,0,1,1,Humid,61165
Dakshineswar Kali,Kolkata,2010,10,9,1,1,1,Clear,44848
Dakshineswar Kali,Kolkata,2010,10,9,2,1,1,Clear,77797
Dakshineswar Kali,Kolkata,2010,10,9,3,1,1,Clear,95955
Dakshineswar Kali,Kolkata,2010,10,9,4,1,1,Humid,63180
Dakshineswar Kali,Kolkata,2010,10,9,5,1,1,Rain,38211
Dakshineswar Kali,Kolkata,2010,10,9,6,1,1,Humid,79021
Dakshineswar Kali,Kolkata,2010,10,9,7,1,1,Humid,68896
Dakshineswar Kali,Kolkata,2010,10,9,8,1,1,Rain,82939
Dakshineswar Kali,Kolkata,2010,10,9,9,1,1,Rain,71421
Dakshineswar Kali,Kolkata,2010,10,9,10,1,1,Rain,38822
Dakshineswar Kali,Kolkata,2010,10,9,11,1,1,Rain,67849
Dakshineswar Kali,Kolkata,2010,10,9,12,1,1,Cloudy,64044
Dakshineswar Kali,Kolkata,2010,10,9,13,1,1,Clear,65592
Dakshineswar Kali,Kolkata,2010,10,9,14,1,1,Cloudy,48928
Dakshineswar Kali,Kolkata,2010,10,9,15,1,1,Rain,61750
Dakshineswar Kali,Kolkata,2010,10,9,16,1,1,Humid,80820
Dakshineswar Kali,Kolkata,2010,10,9,17,1,1,Clear,51311
Dakshineswar Kali,Kolkata,2010,10,9,18,1,1,Rain,346523
Dakshineswar Kali,Kolkata,2010,10,9,19,1,1,Clear,284921
Dakshineswar Kali,Kolkata,2010,10,9,20,1,1,Humid,237599
Dakshineswar Kali,Kolkata,2010,10,9,21,1,1,Clear,108413
Dakshineswar Kali,Kolkata,2010,10,9,22,1,1,Clear,123785
Dakshineswar Kali,Kolkata,2010,10,9,23,1,1,Cloudy,113591
Dakshineswar Kali,Kolkata,2011,10,1,0,1,1,Clear,82639
Dakshineswar Kali,Kolkata,2011,10,1,1,1,1,Humid,82796
Dakshineswar Kali,Kolkata,2011,10,1,2,1,1,Humid,87019
Dakshineswar Kali,Kolkata,2011,10,1,3,1,1,Cloudy,40966
Dakshineswar Kali,Kolkata,2011,10,1,4,1,1,Clear,67330
Dakshineswar Kali,Kolkata,2011,10,1,5,1,1,Cloudy,82387
Dakshineswar Kali,Kolkata,2011,10,1,6,1,1,Humid,74162
Dakshineswar Kali,Kolkata,2011,10,1,7,1,1,Rain,78526
Dakshineswar Kali,Kolkata,2011,10,1,8,1,1,Clear,45239
Dakshineswar Kali,Kolkata,2011,10,1,9,1,1,Cloudy,80923
Dakshineswar Kali,Kolkata,2011,10,1,10,1,1,Clear,52590
Dakshineswar Kali,Kolkata,2011,10,1,11,1,1,Humid,50532
Dakshineswar Kali,Kolkata,2011,10,1,12,1,1,Cloudy,76021
Dakshineswar Kali,Kolkata,2011,10,1,13,1,1,Humid,79685
Dakshineswar Kali,Kolkata,2011,10,1,14,1,1,Cloudy,55450
Dakshineswar Kali,Kolkata,2011,10,1,15,1,1,Clear,60248
Dakshineswar Kali,Kolkata,2011,10,1,16,1,1,Cloudy,76572
Dakshineswar Kali,Kolkata,2011,10,1,17,1,1,Humid,60306
Dakshineswar Kali,Kolkata,2011,10,1,18,1,1,Cloudy,279049
Dakshineswar Kali,Kolkata,2011,10,1,19,1,1,Clear,264537
Dakshineswar Kali,Kolkata,2011,10,1,20,1,1,Rain,162840
Dakshineswar Kali,Kolkata,2011,10,1,21,1,1,Humid,144162
Dakshineswar Kali,Kolkata,2011,10,1,22,1,1,Cloudy,156052
Dakshineswar Kali,Kolkata,2011,10,1,23,1,1,Clear,262534
Dakshineswar Kali,Kolkata,2011,10,2,0,1,1,Cloudy,10677
Dakshineswar Kali,Kolkata,2011,10,2,1,1,1,Cloudy,22852
Dakshineswar Kali,Kolkata,2011,10,2,2,1,1,Clear,13334
Dakshineswar Kali,Kolkata,2011,10,2,3,1,1,Rain,17507
Dakshineswar Kali,Kolkata,2011,10,2,4,1,1,Humid,19874
Dakshineswar Kali,Kolkata,2011,10,2,5,1,1,Clear,15850
Dakshineswar Kali,Kolkata,2011,10,2,6,1,1,Clear,15091
Dakshineswar Kali,Kolkata,2011,10,2,7,1,1,Clear,14286
Dakshineswar Kali,Kolkata,2011,10,2,8,1,1,Cloudy,19337
Dakshineswar Kali,Kolkata,2011,10,2,9,1,1,Rain,23289
Dakshineswar Kali,Kolkata,2011,10,2,10,1,1,Humid,12577
Dakshineswar Kali,Kolkata,2011,10,2,11,1,1,Rain,22190
Dakshineswar Kali,Kolkata,2011,10,2,12,1,1,Humid,22839
Dakshineswar Kali,Kolkata,2011,10,2,13,1,1,Rain,15470
Dakshineswar Kali,Kolkata,2011,10,2,14,1,1,Clear,21700
Dakshineswar Kali,Kolkata,2011,10,2,15,1,1,Cloudy,20711
Dakshineswar Kali,Kolkata,2011,10,2,16,1,1,Rain,19765
Dakshineswar Kali,Kolkata,2011,10,2,17,1,1,Humid,11295
Dakshineswar Kali,Kolkata,2011,10,2,18,1,1,Clear,69001
Dakshineswar Kali,Kolkata,2011,10,2,19,1,1,Cloudy,59872
Dakshineswar Kali,Kolkata,2011,10,2,20,1,1,Humid,40873
Dakshineswar Kali,Kolkata,2011,10,2,21,1,1,Rain,38803
Dakshineswar Kali,Kolkata,2011,10,2,22,1,1,Clear,47178
Dakshineswar Kali,Kolkata,2011,10,2,23,1,1,Cloudy,60277
Dakshineswar Kali,Kolkata,2011,10,3,0,0,1,Cloudy,13177
Dakshineswar Kali,Kolkata,2011,10,3,1,0,1,Rain,17814
Dakshineswar Kali,Kolkata,2011,10,3,2,0,1,Humid,20082
Dakshineswar Kali,Kolkata,2011,10,3,3,0,1,Cloudy,10491
Dakshineswar Kali,Kolkata,2011,10,3,4,0,1,Humid,16777
Dakshineswar Kali,Kolkata,2011,10,3,5,0,1,Rain,16924
Dakshineswar Kali,Kolkata,2011,10,3,6,0,1,Clear,11604
Dakshineswar Kali,Kolkata,2011,10,3,7,0,1,Cloudy,18953
Dakshineswar Kali,Kolkata,2011,10,3,8,0,1,Clear,13558
Dakshineswar Kali,Kolkata,2011,10,3,9,0,1,Rain,12483
Dakshineswar Kali,Kolkata,2011,10,3,10,0,1,Cloudy,10947
Dakshineswar Kali,Kolkata,2011,10,3,11,0,1,Cloudy,16061
Dakshineswar Kali,Kolkata,2011,10,3,12,0,1,Rain,24203
Dakshineswar Kali,Kolkata,2011,10,3,13,0,1,Cloudy,12584
Dakshineswar Kali,Kolkata,2011,10,3,14,0,1,Rain,21423
Dakshineswar Kali,Kolkata,2011,10,3,15,0,1,Cloudy,24079
Dakshineswar Kali,Kolkata,2011,10,3,16,0,1,Clear,15737
Dakshineswar Kali,Kolkata,2011,10,3,17,0,1,Cloudy,21323
Dakshineswar Kali,Kolkata,2011,10,3,18,0,1,Cloudy,30490
Dakshineswar Kali,Kolkata,2011,10,3,19,0,1,Rain,64956
Dakshineswar Kali,Kolkata,2011,10,3,20,0,1,Clear,65172
Dakshineswar Kali,Kolkata,2011,10,3,21,0,1,Clear,80713
Dakshineswar Kali,Kolkata,2011,10,3,22,0,1,Humid,39633
Dakshineswar Kali,Kolkata,2011,10,3,23,0,1,Cloudy,64721
Dakshineswar Kali,Kolkata,2011,10,4,0,0,1,Cloudy,95097
Dakshineswar Kali,Kolkata,2011,10,4,1,0,1,Clear,52303
Dakshineswar Kali,Kolkata,2011,10,4,2,0,1,Humid,63125
Dakshineswar Kali,Kolkata,2011,10,4,3,0,1,Rain,72310
Dakshineswar Kali,Kolkata,2011,10,4,4,0,1,Clear,96741
Dakshineswar Kali,Kolkata,2011,10,4,5,0,1,Humid,66910
Dakshineswar Kali,Kolkata,2011,10,4,6,0,1,Cloudy,44316
Dakshineswar Kali,Kolkata,2011,10,4,7,0,1,Cloudy,43762
Dakshineswar Kali,Kolkata,2011,10,4,8,0,1,Humid,47269
Dakshineswar Kali,Kolkata,2011,10,4,9,0,1,Rain,56146
Dakshineswar Kali,Kolkata,2011,10,4,10,0,1,Cloudy,60572
Dakshineswar Kali,Kolkata,2011,10,4,11,0,1,Cloudy,77339
Dakshineswar Kali,Kolkata,2011,10,4,12,0,1,Cloudy,90504
Dakshineswar Kali,Kolkata,2011,10,4,13,0,1,Rain,90329
Dakshineswar Kali,Kolkata,2011,10,4,14,0,1,Cloudy,63541
Dakshineswar Kali,Kolkata,2011,10,4,15,0,1,Humid,88757
Dakshineswar Kali,Kolkata,2011,10,4,16,0,1,Rain,58445
Dakshineswar Kali,Kolkata,2011,10,4,17,0,1,Cloudy,44875
Dakshineswar Kali,Kolkata,2011,10,4,18,0,1,Rain,275947
Dakshineswar Kali,Kolkata,2011,10,4,19,0,1,Rain,109178
Dakshineswar Kali,Kolkata,2011,10,4,20,0,1,Rain,251197
Dakshineswar Kali,Kolkata,2011,10,4,21,0,1,Clear,108044
Dakshineswar Kali,Kolkata,2011,10,4,22,0,1,Cloudy,201226
Dakshineswar Kali,Kolkata,2011,10,4,23,0,1,Rain,302247
Dakshineswar Kali,Kolkata,2011,10,5,0,0,1,Cloudy,15539
Dakshineswar Kali,Kolkata,2011,10,5,1,0,1,Humid,10886
Dakshineswar Kali,Kolkata,2011,10,5,2,0,1,Humid,12548
Dakshineswar Kali,Kolkata,2011,10,5,3,0,1,Rain,14477
Dakshineswar Kali,Kolkata,2011,10,5,4,0,1,Cloudy,24729
Dakshineswar Kali,Kolkata,2011,10,5,5,0,1,Rain,20656
Dakshineswar Kali,Kolkata,2011,10,5,6,0,1,Rain,16836
Dakshineswar Kali,Kolkata,2011,10,5,7,0,1,Cloudy,16528
Dakshineswar Kali,Kolkata,2011,10,5,8,0,1,Clear,22443
Dakshineswar Kali,Kolkata,2011,10,5,9,0,1,Clear,15001
Dakshineswar Kali,Kolkata,2011,10,5,10,0,1,Cloudy,22293
Dakshineswar Kali,Kolkata,2011,10,5,11,0,1,Cloudy,10337
Dakshineswar Kali,Kolkata,2011,10,5,12,0,1,Cloudy,13180
Dakshineswar Kali,Kolkata,2011,10,5,13,0,1,Clear,24720
Dakshineswar Kali,Kolkata,2011,10,5,14,0,1,Clear,14770
Dakshineswar Kali,Kolkata,2011,10,5,15,0,1,Humid,17712
Dakshineswar Kali,Kolkata,2011,10,5,16,0,1,Clear,14695
Dakshineswar Kali,Kolkata,2011,10,5,17,0,1,Clear,11694
Dakshineswar Kali,Kolkata,2011,10,5,18,0,1,Rain,32447
Dakshineswar Kali,Kolkata,2011,10,5,19,0,1,Humid,58848
Dakshineswar Kali,Kolkata,2011,10,5,20,0,1,Cloudy,40979
Dakshineswar Kali,Kolkata,2011,10,5,21,0,1,Rain,80034
Dakshineswar Kali,Kolkata,2011,10,5,22,0,1,Clear,58274
Dakshineswar Kali,Kolkata,2011,10,5,23,0,1,Clear,43678
Dakshineswar Kali,Kolkata,2011,10,6,0,0,1,Clear,15570
Dakshineswar Kali,Kolkata,2011,10,6,1,0,1,Clear,15064
Dakshineswar Kali,Kolkata,2011,10,6,2,0,1,Clear,23071
Dakshineswar Kali,Kolkata,2011,10,6,3,0,1,Rain,21488
Dakshineswar Kali,Kolkata,2011,10,6,4,0,1,Rain,21232
Dakshineswar Kali,Kolkata,2011,10,6,5,0,1,Clear,10814
Dakshineswar Kali,Kolkata,2011,10,6,6,0,1,Cloudy,15059
Dakshineswar Kali,Kolkata,2011,10,6,7,0,1,Clear,23966
Dakshineswar Kali,Kolkata,2011,10,6,8,0,1,Rain,21002
Dakshineswar Kali,Kolkata,2011,10,6,9,0,1,Clear,15345
Dakshineswar Kali,Kolkata,2011,10,6,10,0,1,Rain,18082
Dakshineswar Kali,Kolkata,2011,10,6,11,0,1,Clear,18576
Dakshineswar Kali,Kolkata,2011,10,6,12,0,1,Humid,16079
Dakshineswar Kali,Kolkata,2011,10,6,13,0,1,Humid,22870
Dakshineswar Kali,Kolkata,2011,10,6,14,0,1,Clear,14182
Dakshineswar Kali,Kolkata,2011,10,6,15,0,1,Humid,23428
Dakshineswar Kali,Kolkata,2011,10,6,16,0,1,Clear,11185
Dakshineswar Kali,Kolkata,2011,10,6,17,0,1,Clear,20266
Dakshineswar Kali,Kolkata,2011,10,6,18,0,1,Clear,70246
Dakshineswar Kali,Kolkata,2011,10,6,19,0,1,Cloudy,31269
Dakshineswar Kali,Kolkata,2011,10,6,20,0,1,Rain,47763
Dakshineswar Kali,Kolkata,2011,10,6,21,0,1,Cloudy,68405
Dakshineswar Kali,Kolkata,2011,10,6,22,0,1,Humid,73534
Dakshineswar Kali,Kolkata,2011,10,6,23,0,1,Humid,60794
Dakshineswar Kali,Kolkata,2011,10,7,0,0,1,Humid,24733
Dakshineswar Kali,Kolkata,2011,10,7,1,0,1,Rain,14864
Dakshineswar Kali,Kolkata,2011,10,7,2,0,1,Rain,24009
Dakshineswar Kali,Kolkata,2011,10,7,3,0,1,Clear,24860
Dakshineswar Kali,Kolkata,2011,10,7,4,0,1,Clear,24374
Dakshineswar Kali,Kolkata,2011,10,7,5,0,1,Humid,10902
Dakshineswar Kali,Kolkata,2011,10,7,6,0,1,Cloudy,17883
Dakshineswar Kali,Kolkata,2011,10,7,7,0,1,Clear,12808
Dakshineswar Kali,Kolkata,2011,10,7,8,0,1,Cloudy,10074
Dakshineswar Kali,Kolkata,2011,10,7,9,0,1,Rain,17019
