temple_name,city,year,month,day_of_month,time_slot,is_holiday,is_festival,weather,headcount
Somnath,Gujarat,2010,10,2,7,1,1,Humid,5231
Somnath,Gujarat,2010,10,2,8,1,1,Humid,10788
Somnath,Gujarat,2010,10,2,9,1,1,Light Rain,5326
Somnath,Gujarat,2010,10,2,10,1,1,Cloudy,9752
Somnath,Gujarat,2010,10,2,11,1,1,Humid,7205
Somnath,Gujarat,2010,10,2,12,1,1,Heavy Rain,10508
Somnath,Gujarat,2010,10,2,13,1,1,Sunny,11554
Somnath,Gujarat,2010,10,2,14,1,1,Light Rain,15772
Somnath,Gujarat,2010,10,2,15,1,1,Humid,6825
Somnath,Gujarat,2010,10,2,16,1,1,Heavy Rain,11115
Somnath,Gujarat,2010,10,2,17,1,1,Cloudy,8932
Somnath,Gujarat,2010,10,2,18,1,1,Sunny,16097
Somnath,Gujarat,2010,10,2,19,1,1,Sunny,22645
Somnath,Gujarat,2010,10,2,20,1,1,Heavy Rain,16965
Somnath,Gujarat,2010,10,2,21,1,1,Humid,23084
Somnath,Gujarat,2010,10,2,22,1,1,Humid,24669
Somnath,Gujarat,2010,10,2,23,1,1,Heavy Rain,27321
Somnath,Gujarat,2010,10,3,0,1,1,Humid,10518
Somnath,Gujarat,2010,10,3,1,1,1,Humid,6354
Somnath,Gujarat,2010,10,3,2,1,1,Light Rain,8520
Somnath,Gujarat,2010,10,3,3,1,1,Humid,6778
Somnath,Gujarat,2010,10,3,4,1,1,Heavy Rain,5239
Somnath,Gujarat,2010,10,3,5,1,1,Humid,9146
Somnath,Gujarat,2010,10,3,6,1,1,Light Rain,7765
Somnath,Gujarat,2010,10,3,7,1,1,Humid,5492
Somnath,Gujarat,2010,10,3,8,1,1,Humid,9431
Somnath,Gujarat,2010,10,3,9,1,1,Light Rain,11136
Somnath,Gujarat,2010,10,3,10,1,1,Light Rain,7415
Somnath,Gujarat,2010,10,3,11,1,1,Heavy Rain,12051
Somnath,Gujarat,2010,10,3,12,1,1,Humid,8231
Somnath,Gujarat,2010,10,3,13,1,1,Light Rain,9067
Somnath,Gujarat,2010,10,3,14,1,1,Light Rain,18341
Somnath,Gujarat,2010,10,3,15,1,1,Light Rain,14404
Somnath,Gujarat,2010,10,3,16,1,1,Cloudy,17782
Somnath,Gujarat,2010,10,3,17,1,1,Sunny,8148
Somnath,Gujarat,2010,10,3,18,1,1,Light Rain,26798
Somnath,Gujarat,2010,10,3,19,1,1,Light Rain,12429
Somnath,Gujarat,2010,10,3,20,1,1,Light Rain,15104
Somnath,Gujarat,2010,10,3,21,1,1,Light Rain,18479
Somnath,Gujarat,2010,10,3,22,1,1,Humid,33778
Somnath,Gujarat,2010,10,3,23,1,1,Sunny,11272
Somnath,Gujarat,2010,10,4,0,0,1,Sunny,7754
Somnath,Gujarat,2010,10,4,1,0,1,Light Rain,11871
Somnath,Gujarat,2010,10,4,2,0,1,Sunny,11713
Somnath,Gujarat,2010,10,4,3,0,1,Humid,11604
Somnath,Gujarat,2010,10,4,4,0,1,Heavy Rain,10192
Somnath,Gujarat,2010,10,4,5,0,1,Sunny,9541
Somnath,Gujarat,2010,10,4,6,0,1,Light Rain,4408
Somnath,Gujarat,2010,10,4,7,0,1,Sunny,8867
Somnath,Gujarat,2010,10,4,8,0,1,Heavy Rain,10837
Somnath,Gujarat,2010,10,4,9,0,1,Light Rain,4091
Somnath,Gujarat,2010,10,4,10,0,1,Heavy Rain,11379
Somnath,Gujarat,2010,10,4,11,0,1,Light Rain,15258
Somnath,Gujarat,2010,10,4,12,0,1,Humid,18854
Somnath,Gujarat,2010,10,4,13,0,1,Sunny,7997
Somnath,Gujarat,2010,10,4,14,0,1,Light Rain,16331
Somnath,Gujarat,2010,10,4,15,0,1,Cloudy,6219
Somnath,Gujarat,2010,10,4,16,0,1,Heavy Rain,11659
Somnath,Gujarat,2010,10,4,17,0,1,Sunny,8468
Somnath,Gujarat,2010,10,4,18,0,1,Humid,18492
Somnath,Gujarat,2010,10,4,19,0,1,Heavy Rain,12541
Somnath,Gujarat,2010,10,4,20,0,1,Humid,12266
Somnath,Gujarat,2010,10,4,21,0,1,Cloudy,16242
Somnath,Gujarat,2010,10,4,22,0,1,Sunny,18443
Somnath,Gujarat,2010,10,4,23,0,1,Cloudy,23455
Somnath,Gujarat,2010,10,5,0,0,1,Heavy Rain,8798
Somnath,Gujarat,2010,10,5,1,0,1,Sunny,20895
Somnath,Gujarat,2010,10,5,2,0,1,Cloudy,25148
Somnath,Gujarat,2010,10,5,3,0,1,Humid,26458
Somnath,Gujarat,2010,10,5,4,0,1,Sunny,19787
Somnath,Gujarat,2010,10,5,5,0,1,Humid,23842
Somnath,Gujarat,2010,10,5,6,0,1,Sunny,20799
Somnath,Gujarat,2010,10,5,7,0,1,Humid,28057
Somnath,Gujarat,2010,10,5,8,0,1,Light Rain,18652
Somnath,Gujarat,2010,10,5,9,0,1,Humid,11378
Somnath,Gujarat,2010,10,5,10,0,1,Heavy Rain,29475
Somnath,Gujarat,2010,10,5,11,0,1,Light Rain,23980
Somnath,Gujarat,2010,10,5,12,0,1,Light Rain,30753
Somnath,Gujarat,2010,10,5,13,0,1,Sunny,32257
Somnath,Gujarat,2010,10,5,14,0,1,Sunny,29734
Somnath,Gujarat,2010,10,5,15,0,1,Light Rain,28495
Somnath,Gujarat,2010,10,5,16,0,1,Humid,33159
Somnath,Gujarat,2010,10,5,17,0,1,Cloudy,17941
Somnath,Gujarat,2010,10,5,18,0,1,Humid,80198
Somnath,Gujarat,2010,10,5,19,0,1,Sunny,55138
Somnath,Gujarat,2010,10,5,20,0,1,Light Rain,55230
Somnath,Gujarat,2010,10,5,21,0,1,Heavy Rain,51524
Somnath,Gujarat,2010,10,5,22,0,1,Sunny,20551
Somnath,Gujarat,2010,10,5,23,0,1,Light Rain,50422
Somnath,Gujarat,2010,10,6,0,0,1,Cloudy,6080
Somnath,Gujarat,2010,10,6,1,0,1,Heavy Rain,5472
Somnath,Gujarat,2010,10,6,2,0,1,Sunny,10722
Somnath,Gujarat,2010,10,6,3,0,1,Cloudy,6938
Somnath,Gujarat,2010,10,6,4,0,1,Cloudy,4898
Somnath,Gujarat,2010,10,6,5,0,1,Light Rain,7445
Somnath,Gujarat,2010,10,6,6,0,1,Light Rain,9854
Somnath,Gujarat,2010,10,6,7,0,1,Cloudy,4044
Somnath,Gujarat,2010,10,6,8,0,1,Sunny,6770
Somnath,Gujarat,2010,10,6,9,0,1,Humid,4108
Somnath,Gujarat,2010,10,6,10,0,1,Sunny,8036
Somnath,Gujarat,2010,10,6,11,0,1,Cloudy,15493
Somnath,Gujarat,2010,10,6,12,0,1,Heavy Rain,12764
Somnath,Gujarat,2010,10,6,13,0,1,Sunny,13713
Somnath,Gujarat,2010,10,6,14,0,1,Light Rain,5871
Somnath,Gujarat,2010,10,6,15,0,1,Humid,13901
Somnath,Gujarat,2010,10,6,16,0,1,Sunny,13516
Somnath,Gujarat,2010,10,6,17,0,1,Cloudy,8732
Somnath,Gujarat,2010,10,6,18,0,1,Heavy Rain,8255
Somnath,Gujarat,2010,10,6,19,0,1,Heavy Rain,11046
Somnath,Gujarat,2010,10,6,20,0,1,Light Rain,11649
Somnath,Gujarat,2010,10,6,21,0,1,Humid,28701
Somnath,Gujarat,2010,10,6,22,0,1,Heavy Rain,11633
Somnath,Gujarat,2010,10,6,23,0,1,Cloudy,16368
Somnath,Gujarat,2010,10,7,0,0,1,Heavy Rain,4707
Somnath,Gujarat,2010,10,7,1,0,1,Heavy Rain,4790
Somnath,Gujarat,2010,10,7,2,0,1,Sunny,8184
Somnath,Gujarat,2010,10,7,3,0,1,Heavy Rain,10676
Somnath,Gujarat,2010,10,7,4,0,1,Light Rain,6765
Somnath,Gujarat,2010,10,7,5,0,1,Cloudy,7705
Somnath,Gujarat,2010,10,7,6,0,1,Light Rain,8083
Somnath,Gujarat,2010,10,7,7,0,1,Cloudy,6630
Somnath,Gujarat,2010,10,7,8,0,1,Heavy Rain,10118
Somnath,Gujarat,2010,10,7,9,0,1,Heavy Rain,4570
Somnath,Gujarat,2010,10,7,10,0,1,Light Rain,7703
Somnath,Gujarat,2010,10,7,11,0,1,Light Rain,16583
Somnath,Gujarat,2010,10,7,12,0,1,Light Rain,12134
Somnath,Gujarat,2010,10,7,13,0,1,Humid,9195
Somnath,Gujarat,2010,10,7,14,0,1,Cloudy,7918
Somnath,Gujarat,2010,10,7,15,0,1,Sunny,9273
Somnath,Gujarat,2010,10,7,16,0,1,Sunny,8330
Somnath,Gujarat,2010,10,7,17,0,1,Sunny,10787
Somnath,Gujarat,2010,10,7,18,0,1,Heavy Rain,20587
Somnath,Gujarat,2010,10,7,19,0,1,Light Rain,21187
Somnath,Gujarat,2010,10,7,20,0,1,Cloudy,24584
Somnath,Gujarat,2010,10,7,21,0,1,Cloudy,24625
Somnath,Gujarat,2010,10,7,22,0,1,Humid,26655
Somnath,Gujarat,2010,10,7,23,0,1,Humid,16203
Somnath,Gujarat,2010,10,8,0,0,1,Heavy Rain,5337
Somnath,Gujarat,2010,10,8,1,0,1,Heavy Rain,7623
Somnath,Gujarat,2010,10,8,2,0,1,Cloudy,8712
Somnath,Gujarat,2010,10,8,3,0,1,Cloudy,10874
Somnath,Gujarat,2010,10,8,4,0,1,Light Rain,7045
Somnath,Gujarat,2010,10,8,5,0,1,Light Rain,4876
Somnath,Gujarat,2010,10,8,6,0,1,Cloudy,6545
Somnath,Gujarat,2010,10,8,7,0,1,Sunny,11627
Somnath,Gujarat,2010,10,8,8,0,1,Heavy Rain,9835
Somnath,Gujarat,2010,10,8,9,0,1,Humid,4882
Somnath,Gujarat,2010,10,8,10,0,1,Light Rain,9496
Somnath,Gujarat,2010,10,8,11,0,1,Cloudy,15804
Somnath,Gujarat,2010,10,8,12,0,1,Light Rain,16897
Somnath,Gujarat,2010,10,8,13,0,1,Light Rain,11084
Somnath,Gujarat,2010,10,8,14,0,1,Sunny,12878
Somnath,Gujarat,2010,10,8,15,0,1,Heavy Rain,20341
Somnath,Gujarat,2010,10,8,16,0,1,Heavy Rain,11799
Somnath,Gujarat,2010,10,8,17,0,1,Light Rain,6117
Somnath,Gujarat,2010,10,8,18,0,1,Light Rain,22057
Somnath,Gujarat,2010,10,8,19,0,1,Light Rain,15304
Somnath,Gujarat,2010,10,8,20,0,1,Sunny,12077
Somnath,Gujarat,2010,10,8,21,0,1,Light Rain,9839
Somnath,Gujarat,2010,10,8,22,0,1,Heavy Rain,12893
Somnath,Gujarat,2010,10,8,23,0,1,Sunny,14230
Somnath,Gujarat,2010,10,9,0,1,1,Humid,25740
Somnath,Gujarat,2010,10,9,1,1,1,Humid,14544
Somnath,Gujarat,2010,10,9,2,1,1,Sunny,21176
Somnath,Gujarat,2010,10,9,3,1,1,Cloudy,21543
Somnath,Gujarat,2010,10,9,4,1,1,Heavy Rain,14509
Somnath,Gujarat,2010,10,9,5,1,1,Light Rain,12828
Somnath,Gujarat,2010,10,9,6,1,1,Cloudy,17572
Somnath,Gujarat,2010,10,9,7,1,1,Humid,27568
Somnath,Gujarat,2010,10,9,8,1,1,Light Rain,15132
Somnath,Gujarat,2010,10,9,9,1,1,Sunny,18824
Somnath,Gujarat,2010,10,9,10,1,1,Light Rain,25039
Somnath,Gujarat,2010,10,9,11,1,1,Sunny,39256
Somnath,Gujarat,2010,10,9,12,1,1,Heavy Rain,32649
Somnath,Gujarat,2010,10,9,13,1,1,Cloudy,43175
Somnath,Gujarat,2010,10,9,14,1,1,Cloudy,15592
Somnath,Gujarat,2010,10,9,15,1,1,Sunny,36514
Somnath,Gujarat,2010,10,9,16,1,1,Heavy Rain,34929
Somnath,Gujarat,2010,10,9,17,1,1,Sunny,8398
Somnath,Gujarat,2010,10,9,18,1,1,Light Rain,59547
Somnath,Gujarat,2010,10,9,19,1,1,Sunny,49494
Somnath,Gujarat,2010,10,9,20,1,1,Heavy Rain,52812
Somnath,Gujarat,2010,10,9,21,1,1,Cloudy,29239
Somnath,Gujarat,2010,10,9,22,1,1,Cloudy,40554
Somnath,Gujarat,2010,10,9,23,1,1,Light Rain,27592
Somnath,Gujarat,2011,10,1,0,1,1,Humid,11632
Somnath,Gujarat,2011,10,1,1,1,1,Cloudy,14506
Somnath,Gujarat,2011,10,1,2,1,1,Heavy Rain,9028
Somnath,Gujarat,2011,10,1,3,1,1,Heavy Rain,17722
Somnath,Gujarat,2011,10,1,4,1,1,Humid,27703
Somnath,Gujarat,2011,10,1,5,1,1,Heavy Rain,12620
Somnath,Gujarat,2011,10,1,6,1,1,Heavy Rain,22257
Somnath,Gujarat,2011,10,1,7,1,1,Cloudy,28833
Somnath,Gujarat,2011,10,1,8,1,1,Cloudy,18561
Somnath,Gujarat,2011,10,1,9,1,1,Light Rain,11337
Somnath,Gujarat,2011,10,1,10,1,1,Heavy Rain,14535
Somnath,Gujarat,2011,10,1,11,1,1,Heavy Rain,15801
Somnath,Gujarat,2011,10,1,12,1,1,Sunny,19086
Somnath,Gujarat,2011,10,1,13,1,1,Sunny,26487
Somnath,Gujarat,2011,10,1,14,1,1,Cloudy,21596
Somnath,Gujarat,2011,10,1,15,1,1,Sunny,14506
Somnath,Gujarat,2011,10,1,16,1,1,Sunny,29861
Somnath,Gujarat,2011,10,1,17,1,1,Cloudy,18094
Somnath,Gujarat,2011,10,1,18,1,1,Heavy Rain,42940
Somnath,Gujarat,2011,10,1,19,1,1,Light Rain,53906
Somnath,Gujarat,2011,10,1,20,1,1,Humid,62538
Somnath,Gujarat,2011,10,1,21,1,1,Heavy Rain,50937
Somnath,Gujarat,2011,10,1,22,1,1,Heavy Rain,37639
Somnath,Gujarat,2011,10,1,23,1,1,Humid,53327
Somnath,Gujarat,2011,10,2,0,1,1,Light Rain,11225
Somnath,Gujarat,2011,10,2,1,1,1,Heavy Rain,11598
Somnath,Gujarat,2011,10,2,2,1,1,Heavy Rain,4829
Somnath,Gujarat,2011,10,2,3,1,1,Cloudy,9260
Somnath,Gujarat,2011,10,2,4,1,1,Humid,5063
Somnath,Gujarat,2011,10,2,5,1,1,Heavy Rain,8834
Somnath,Gujarat,2011,10,2,6,1,1,Sunny,11447
Somnath,Gujarat,2011,10,2,7,1,1,Heavy Rain,6979
Somnath,Gujarat,2011,10,2,8,1,1,Heavy Rain,4544
Somnath,Gujarat,2011,10,2,9,1,1,Sunny,4419
Somnath,Gujarat,2011,10,2,10,1,1,Sunny,8606
Somnath,Gujarat,2011,10,2,11,1,1,Sunny,14842
Somnath,Gujarat,2011,10,2,12,1,1,Cloudy,14696
Somnath,Gujarat,2011,10,2,13,1,1,Sunny,10194
Somnath,Gujarat,2011,10,2,14,1,1,Humid,13013
Somnath,Gujarat,2011,10,2,15,1,1,Humid,14759
Somnath,Gujarat,2011,10,2,16,1,1,Sunny,11141
Somnath,Gujarat,2011,10,2,17,1,1,Heavy Rain,10105
Somnath,Gujarat,2011,10,2,18,1,1,Sunny,27226
Somnath,Gujarat,2011,10,2,19,1,1,Heavy Rain,18897
Somnath,Gujarat,2011,10,2,20,1,1,Humid,24138
Somnath,Gujarat,2011,10,2,21,1,1,Humid,18961
Somnath,Gujarat,2011,10,2,22,1,1,Humid,15568
Somnath,Gujarat,2011,10,2,23,1,1,Sunny,24604
Somnath,Gujarat,2011,10,3,0,0,1,Heavy Rain,6636
Somnath,Gujarat,2011,10,3,1,0,1,Humid,5894
Somnath,Gujarat,2011,10,3,2,0,1,Heavy Rain,5261
Somnath,Gujarat,2011,10,3,3,0,1,Cloudy,6879
Somnath,Gujarat,2011,10,3,4,0,1,Sunny,7187
Somnath,Gujarat,2011,10,3,5,0,1,Sunny,10485
Somnath,Gujarat,2011,10,3,6,0,1,Sunny,4216
Somnath,Gujarat,2011,10,3,7,0,1,Light Rain,5025
Somnath,Gujarat,2011,10,3,8,0,1,Heavy Rain,6688
Somnath,Gujarat,2011,10,3,9,0,1,Light Rain,9932
Somnath,Gujarat,2011,10,3,10,0,1,Humid,11805
Somnath,Gujarat,2011,10,3,11,0,1,Cloudy,11505
Somnath,Gujarat,2011,10,3,12,0,1,Heavy Rain,10157
Somnath,Gujarat,2011,10,3,13,0,1,Light Rain,6774
Somnath,Gujarat,2011,10,3,14,0,1,Humid,15816
Somnath,Gujarat,2011,10,3,15,0,1,Sunny,7607
Somnath,Gujarat,2011,10,3,16,0,1,Heavy Rain,19813
Somnath,Gujarat,2011,10,3,17,0,1,Cloudy,9702
Somnath,Gujarat,2011,10,3,18,0,1,Heavy Rain,20193
Somnath,Gujarat,2011,10,3,19,0,1,Humid,22806
Somnath,Gujarat,2011,10,3,20,0,1,Sunny,26855
Somnath,Gujarat,2011,10,3,21,0,1,Sunny,23200
Somnath,Gujarat,2011,10,3,22,0,1,Heavy Rain,33832
Somnath,Gujarat,2011,10,3,23,0,1,Humid,32065
Somnath,Gujarat,2011,10,4,0,0,1,Heavy Rain,7636
Somnath,Gujarat,2011,10,4,1,0,1,Light Rain,5257
Somnath,Gujarat,2011,10,4,2,0,1,Humid,4757
Somnath,Gujarat,2011,10,4,3,0,1,Heavy Rain,4926
Somnath,Gujarat,2011,10,4,4,0,1,Humid,6519
Somnath,Gujarat,2011,10,4,5,0,1,Cloudy,9341
Somnath,Gujarat,2011,10,4,6,0,1,Heavy Rain,9436
Somnath,Gujarat,2011,10,4,7,0,1,Sunny,5899
Somnath,Gujarat,2011,10,4,8,0,1,Heavy Rain,11006
Somnath,Gujarat,2011,10,4,9,0,1,Humid,9125
Somnath,Gujarat,2011,10,4,10,0,1,Cloudy,5959
Somnath,Gujarat,2011,10,4,11,0,1,Sunny,19231
Somnath,Gujarat,2011,10,4,12,0,1,Heavy Rain,7232
Somnath,Gujarat,2011,10,4,13,0,1,Humid,16276
Somnath,Gujarat,2011,10,4,14,0,1,Cloudy,19186
Somnath,Gujarat,2011,10,4,15,0,1,Humid,18990
Somnath,Gujarat,2011,10,4,16,0,1,Light Rain,12716
Somnath,Gujarat,2011,10,4,17,0,1,Sunny,9961
Somnath,Gujarat,2011,10,4,18,0,1,Cloudy,17033
Somnath,Gujarat,2011,10,4,19,0,1,Light Rain,20931
Somnath,Gujarat,2011,10,4,20,0,1,Humid,21964
Somnath,Gujarat,2011,10,4,21,0,1,Humid,18047
Somnath,Gujarat,2011,10,4,22,0,1,Heavy Rain,19244
Somnath,Gujarat,2011,10,4,23,0,1,Heavy Rain,27706
Somnath,Gujarat,2011,10,5,0,0,1,Sunny,15556
Somnath,Gujarat,2011,10,5,1,0,1,Sunny,31122
Somnath,Gujarat,2011,10,5,2,0,1,Light Rain,25551
Somnath,Gujarat,2011,10,5,3,0,1,Light Rain,20882
Somnath,Gujarat,2011,10,5,4,0,1,Light Rain,19153
Somnath,Gujarat,2011,10,5,5,0,1,Light Rain,22685
Somnath,Gujarat,2011,10,5,6,0,1,Cloudy,21278
Somnath,Gujarat,2011,10,5,7,0,1,Humid,30913
Somnath,Gujarat,2011,10,5,8,0,1,Sunny,24567
Somnath,Gujarat,2011,10,5,9,0,1,Humid,21318
Somnath,Gujarat,2011,10,5,10,0,1,Humid,18198
Somnath,Gujarat,2011,10,5,11,0,1,Humid,38304
Somnath,Gujarat,2011,10,5,12,0,1,Heavy Rain,25069
Somnath,Gujarat,2011,10,5,13,0,1,Light Rain,18976
Somnath,Gujarat,2011,10,5,14,0,1,Cloudy,30808
Somnath,Gujarat,2011,10,5,15,0,1,Cloudy,32480
Somnath,Gujarat,2011,10,5,16,0,1,Light Rain,31113
Somnath,Gujarat,2011,10,5,17,0,1,Heavy Rain,12347
Somnath,Gujarat,2011,10,5,18,0,1,Humid,27514
Somnath,Gujarat,2011,10,5,19,0,1,Cloudy,46419
Somnath,Gujarat,2011,10,5,20,0,1,Light Rain,55906
Somnath,Gujarat,2011,10,5,21,0,1,Sunny,24243
Somnath,Gujarat,2011,10,5,22,0,1,Sunny,41535
Somnath,Gujarat,2011,10,5,23,0,1,Light Rain,46552
Somnath,Gujarat,2011,10,6,0,0,1,Heavy Rain,5367
Somnath,Gujarat,2011,10,6,1,0,1,Cloudy,5089
Somnath,Gujarat,2011,10,6,2,0,1,Cloudy,8946
Somnath,Gujarat,2011,10,6,3,0,1,Sunny,9406
Somnath,Gujarat,2011,10,6,4,0,1,Humid,7601
Somnath,Gujarat,2011,10,6,5,0,1,Sunny,7809
Somnath,Gujarat,2011,10,6,6,0,1,Humid,7163
Somnath,Gujarat,2011,10,6,7,0,1,Humid,10079
Somnath,Gujarat,2011,10,6,8,0,1,Humid,6493
Somnath,Gujarat,2011,10,6,9,0,1,Sunny,4801
Somnath,Gujarat,2011,10,6,10,0,1,Heavy Rain,8227
Somnath,Gujarat,2011,10,6,11,0,1,Cloudy,18688
Somnath,Gujarat,2011,10,6,12,0,1,Heavy Rain,8953
Somnath,Gujarat,2011,10,6,13,0,1,Humid,15106
Somnath,Gujarat,2011,10,6,14,0,1,Sunny,9024
Somnath,Gujarat,2011,10,6,15,0,1,Humid,7860
Somnath,Gujarat,2011,10,6,16,0,1,Humid,13341
Somnath,Gujarat,2011,10,6,17,0,1,Light Rain,7842
Somnath,Gujarat,2011,10,6,18,0,1,Light Rain,32476
Somnath,Gujarat,2011,10,6,19,0,1,Cloudy,22979
Somnath,Gujarat,2011,10,6,20,0,1,Light Rain,18319
Somnath,Gujarat,2011,10,6,21,0,1,Heavy Rain,8990
Somnath,Gujarat,2011,10,6,22,0,1,Sunny,19045
Somnath,Gujarat,2011,10,6,23,0,1,Light Rain,18249
Somnath,Gujarat,2011,10,7,0,0,1,Heavy Rain,6541
Somnath,Gujarat,2011,10,7,1,0,1,Humid,5693
Somnath,Gujarat,2011,10,7,2,0,1,Light Rain,7941
Somnath,Gujarat,2011,10,7,3,0,1,Light Rain,7821
Somnath,Gujarat,2011,10,7,4,0,1,Cloudy,9334
Somnath,Gujarat,2011,10,7,5,0,1,Humid,10875
Somnath,Gujarat,2011,10,7,6,0,1,Humid,10720
Somnath,Gujarat,2011,10,7,7,0,1,Heavy Rain,6983
Somnath,Gujarat,2011,10,7,8,0,1,Cloudy,6733
Somnath,Gujarat,2011,10,7,9,0,1,Humid,4235
Somnath,Gujarat,2011,10,7,10,0,1,Humid,5805
Somnath,Gujarat,2011,10,7,11,0,1,Cloudy,15126
Somnath,Gujarat,2011,10,7,12,0,1,Heavy Rain,8216
Somnath,Gujarat,2011,10,7,13,0,1,Heavy Rain,5918
Somnath,Gujarat,2011,10,7,14,0,1,Light Rain,13557
Somnath,Gujarat,2011,10,7,15,0,1,Cloudy,13471
Somnath,Gujarat,2011,10,7,16,0,1,Heavy Rain,12005
Somnath,Gujarat,2011,10,7,17,0,1,Sunny,7839
Somnath,Gujarat,2011,10,7,18,0,1,Sunny,30391
Somnath,Gujarat,2011,10,7,19,0,1,Light Rain,25481
Somnath,Gujarat,2011,10,7,20,0,1,Light Rain,30525
Somnath,Gujarat,2011,10,7,21,0,1,Cloudy,17653
Somnath,Gujarat,2011,10,7,22,0,1,Sunny,32420
Somnath,Gujarat,2011,10,7,23,0,1,Cloudy,30553
Somnath,Gujarat,2011,10,8,0,1,1,Light Rain,7924
Somnath,Gujarat,2011,10,8,1,1,1,Sunny,6983
Somnath,Gujarat,2011,10,8,2,1,1,Cloudy,10714
Somnath,Gujarat,2011,10,8,3,1,1,Heavy Rain,5770
Somnath,Gujarat,2011,10,8,4,1,1,Sunny,6886
Somnath,Gujarat,2011,10,8,5,1,1,Cloudy,9734
Somnath,Gujarat,2011,10,8,6,1,1,Cloudy,5426
Somnath,Gujarat,2011,10,8,7,1,1,Heavy Rain,5809
Somnath,Gujarat,2011,10,8,8,1,1,Humid,11924
Somnath,Gujarat,2011,10,8,9,1,1,Sunny,11802
Somnath,Gujarat,2011,10,8,10,1,1,Light Rain,6629
Somnath,Gujarat,2011,10,8,11,1,1,Cloudy,8551
Somnath,Gujarat,2011,10,8,12,1,1,Cloudy,14961
Somnath,Gujarat,2011,10,8,13,1,1,Sunny,4999
Somnath,Gujarat,2011,10,8,14,1,1,Sunny,15542
Somnath,Gujarat,2011,10,8,15,1,1,Humid,17347
Somnath,Gujarat,2011,10,8,16,1,1,Light Rain,7685
Somnath,Gujarat,2011,10,8,17,1,1,Light Rain,11224
Somnath,Gujarat,2011,10,8,18,1,1,Heavy Rain,26744
Somnath,Gujarat,2011,10,8,19,1,1,Humid,15398
Somnath,Gujarat,2011,10,8,20,1,1,Heavy Rain,21709
Somnath,Gujarat,2011,10,8,21,1,1,Light Rain,16825
Somnath,Gujarat,2011,10,8,22,1,1,Heavy Rain,21754
Somnath,Gujarat,2011,10,8,23,1,1,Cloudy,19118
Somnath,Gujarat,2011,10,9,0,1,1,Light Rain,23446
Somnath,Gujarat,2011,10,9,1,1,1,Light Rain,9932
Somnath,Gujarat,2011,10,9,2,1,1,Heavy Rain,26262
Somnath,Gujarat,2011,10,9,3,1,1,Heavy Rain,24856
Somnath,Gujarat,2011,10,9,4,1,1,Humid,19288
Somnath,Gujarat,2011,10,9,5,1,1,Light Rain,13355
Somnath,Gujarat,2011,10,9,6,1,1,Humid,22641
Somnath,Gujarat,2011,10,9,7,1,1,Cloudy,10847
Somnath,Gujarat,2011,10,9,8,1,1,Humid,9697
Somnath,Gujarat,2011,10,9,9,1,1,Cloudy,13625
Somnath,Gujarat,2011,10,9,10,1,1,Sunny,25249
Somnath,Gujarat,2011,10,9,11,1,1,Heavy Rain,20205
Somnath,Gujarat,2011,10,9,12,1,1,Cloudy,12084
Somnath,Gujarat,2011,10,9,13,1,1,Sunny,39603
Somnath,Gujarat,2011,10,9,14,1,1,Cloudy,39785
