mandal_name,city,datetime,year,day_of_festival,hour_of_day,is_weekend,is_special_day,weather,headcount
Andhericha Raja,Mumbai,2010-09-06 13:00:00,2010,2,13,0,0,Heavy Rain,1606
Andhericha Raja,Mumbai,2010-09-06 14:00:00,2010,2,14,0,0,Heavy Rain,2001
Andhericha Raja,Mumbai,2010-09-06 15:00:00,2010,2,15,0,0,Cloudy,7008
Andhericha Raja,Mumbai,2010-09-06 16:00:00,2010,2,16,0,0,Heavy Rain,2290
Andhericha Raja,Mumbai,2010-09-06 17:00:00,2010,2,17,0,0,Humid,4116
Andhericha Raja,Mumbai,2010-09-06 18:00:00,2010,2,18,0,0,Cloudy,13401
Andhericha Raja,Mumbai,2010-09-06 19:00:00,2010,2,19,0,0,Humid,27878
Andhericha Raja,Mumbai,2010-09-06 20:00:00,2010,2,20,0,0,Cloudy,22664
Andhericha Raja,Mumbai,2010-09-06 21:00:00,2010,2,21,0,0,Light Rain,9142
Andhericha Raja,Mumbai,2010-09-06 22:00:00,2010,2,22,0,0,Sunny,25858
Andhericha Raja,Mumbai,2010-09-06 23:00:00,2010,2,23,0,0,Heavy Rain,9758
Andhericha Raja,Mumbai,2010-09-07 00:00:00,2010,3,0,0,0,Cloudy,4234
Andhericha Raja,Mumbai,2010-09-07 01:00:00,2010,3,1,0,0,Sunny,1205
Andhericha Raja,Mumbai,2010-09-07 02:00:00,2010,3,2,0,0,Sunny,1762
Andhericha Raja,Mumbai,2010-09-07 03:00:00,2010,3,3,0,0,Sunny,537
Andhericha Raja,Mumbai,2010-09-07 04:00:00,2010,3,4,0,0,Light Rain,706
Andhericha Raja,Mumbai,2010-09-07 05:00:00,2010,3,5,0,0,Humid,1087
Andhericha Raja,Mumbai,2010-09-07 06:00:00,2010,3,6,0,0,Cloudy,5936
Andhericha Raja,Mumbai,2010-09-07 07:00:00,2010,3,7,0,0,Sunny,8115
Andhericha Raja,Mumbai,2010-09-07 08:00:00,2010,3,8,0,0,Heavy Rain,3176
Andhericha Raja,Mumbai,2010-09-07 09:00:00,2010,3,9,0,0,Sunny,7347
Andhericha Raja,Mumbai,2010-09-07 10:00:00,2010,3,10,0,0,Light Rain,4504
Andhericha Raja,Mumbai,2010-09-07 11:00:00,2010,3,11,0,0,Humid,4457
Andhericha Raja,Mumbai,2010-09-07 12:00:00,2010,3,12,0,0,Cloudy,8468
Andhericha Raja,Mumbai,2010-09-07 13:00:00,2010,3,13,0,0,Sunny,5726
Andhericha Raja,Mumbai,2010-09-07 14:00:00,2010,3,14,0,0,Humid,7596
Andhericha Raja,Mumbai,2010-09-07 15:00:00,2010,3,15,0,0,Heavy Rain,2313
Andhericha Raja,Mumbai,2010-09-07 16:00:00,2010,3,16,0,0,Humid,8932
Andhericha Raja,Mumbai,2010-09-07 17:00:00,2010,3,17,0,0,Heavy Rain,3356
Andhericha Raja,Mumbai,2010-09-07 18:00:00,2010,3,18,0,0,Light Rain,7731
Andhericha Raja,Mumbai,2010-09-07 19:00:00,2010,3,19,0,0,Light Rain,17420
Andhericha Raja,Mumbai,2010-09-07 20:00:00,2010,3,20,0,0,Sunny,11861
Andhericha Raja,Mumbai,2010-09-07 21:00:00,2010,3,21,0,0,Humid,16038
Andhericha Raja,Mumbai,2010-09-07 22:00:00,2010,3,22,0,0,Humid,25877
Andhericha Raja,Mumbai,2010-09-07 23:00:00,2010,3,23,0,0,Cloudy,18231
Andhericha Raja,Mumbai,2010-09-08 00:00:00,2010,4,0,0,0,Heavy Rain,3506
Andhericha Raja,Mumbai,2010-09-08 01:00:00,2010,4,1,0,0,Cloudy,1260
Andhericha Raja,Mumbai,2010-09-08 02:00:00,2010,4,2,0,0,Sunny,2395
Andhericha Raja,Mumbai,2010-09-08 03:00:00,2010,4,3,0,0,Light Rain,1840
Andhericha Raja,Mumbai,2010-09-08 04:00:00,2010,4,4,0,0,Cloudy,3237
Andhericha Raja,Mumbai,2010-09-08 05:00:00,2010,4,5,0,0,Humid,1348
Andhericha Raja,Mumbai,2010-09-08 06:00:00,2010,4,6,0,0,Cloudy,8505
Andhericha Raja,Mumbai,2010-09-08 07:00:00,2010,4,7,0,0,Light Rain,3975
Andhericha Raja,Mumbai,2010-09-08 08:00:00,2010,4,8,0,0,Humid,8773
Andhericha Raja,Mumbai,2010-09-08 09:00:00,2010,4,9,0,0,Heavy Rain,2478
Andhericha Raja,Mumbai,2010-09-08 10:00:00,2010,4,10,0,0,Cloudy,4897
Andhericha Raja,Mumbai,2010-09-08 11:00:00,2010,4,11,0,0,Light Rain,5500
Andhericha Raja,Mumbai,2010-09-08 12:00:00,2010,4,12,0,0,Heavy Rain,3307
Andhericha Raja,Mumbai,2010-09-08 13:00:00,2010,4,13,0,0,Humid,6125
Andhericha Raja,Mumbai,2010-09-08 14:00:00,2010,4,14,0,0,Humid,6453
Andhericha Raja,Mumbai,2010-09-08 15:00:00,2010,4,15,0,0,Heavy Rain,3239
Andhericha Raja,Mumbai,2010-09-08 16:00:00,2010,4,16,0,0,Heavy Rain,2636
Andhericha Raja,Mumbai,2010-09-08 17:00:00,2010,4,17,0,0,Sunny,8856
Andhericha Raja,Mumbai,2010-09-08 18:00:00,2010,4,18,0,0,Heavy Rain,7364
Andhericha Raja,Mumbai,2010-09-08 19:00:00,2010,4,19,0,0,Humid,27443
Andhericha Raja,Mumbai,2010-09-08 20:00:00,2010,4,20,0,0,Cloudy,17967
Andhericha Raja,Mumbai,2010-09-08 21:00:00,2010,4,21,0,0,Sunny,21134
Andhericha Raja,Mumbai,2010-09-08 22:00:00,2010,4,22,0,0,Heavy Rain,11480
Andhericha Raja,Mumbai,2010-09-08 23:00:00,2010,4,23,0,0,Sunny,26877
Andhericha Raja,Mumbai,2010-09-09 00:00:00,2010,5,0,0,1,Cloudy,4195
Andhericha Raja,Mumbai,2010-09-09 01:00:00,2010,5,1,0,1,Heavy Rain,726
Andhericha Raja,Mumbai,2010-09-09 02:00:00,2010,5,2,0,1,Cloudy,1302
Andhericha Raja,Mumbai,2010-09-09 03:00:00,2010,5,3,0,1,Light Rain,1196
Andhericha Raja,Mumbai,2010-09-09 04:00:00,2010,5,4,0,1,Cloudy,2412
Andhericha Raja,Mumbai,2010-09-09 05:00:00,2010,5,5,0,1,Light Rain,1466
Andhericha Raja,Mumbai,2010-09-09 06:00:00,2010,5,6,0,1,Heavy Rain,1651
Andhericha Raja,Mumbai,2010-09-09 07:00:00,2010,5,7,0,1,Humid,5746
Andhericha Raja,Mumbai,2010-09-09 08:00:00,2010,5,8,0,1,Cloudy,5505
Andhericha Raja,Mumbai,2010-09-09 09:00:00,2010,5,9,0,1,Humid,8200
Andhericha Raja,Mumbai,2010-09-09 10:00:00,2010,5,10,0,1,Heavy Rain,2242
Andhericha Raja,Mumbai,2010-09-09 11:00:00,2010,5,11,0,1,Sunny,4242
Andhericha Raja,Mumbai,2010-09-09 12:00:00,2010,5,12,0,1,Heavy Rain,2481
Andhericha Raja,Mumbai,2010-09-09 13:00:00,2010,5,13,0,1,Humid,8491
Andhericha Raja,Mumbai,2010-09-09 14:00:00,2010,5,14,0,1,Sunny,4990
Andhericha Raja,Mumbai,2010-09-09 15:00:00,2010,5,15,0,1,Heavy Rain,1695
Andhericha Raja,Mumbai,2010-09-09 16:00:00,2010,5,16,0,1,Heavy Rain,2682
Andhericha Raja,Mumbai,2010-09-09 17:00:00,2010,5,17,0,1,Sunny,8772
Andhericha Raja,Mumbai,2010-09-09 18:00:00,2010,5,18,0,1,Sunny,17175
Andhericha Raja,Mumbai,2010-09-09 19:00:00,2010,5,19,0,1,Cloudy,24966
Andhericha Raja,Mumbai,2010-09-09 20:00:00,2010,5,20,0,1,Heavy Rain,8364
Andhericha Raja,Mumbai,2010-09-09 21:00:00,2010,5,21,0,1,Heavy Rain,11546
Andhericha Raja,Mumbai,2010-09-09 22:00:00,2010,5,22,0,1,Heavy Rain,4952
Andhericha Raja,Mumbai,2010-09-09 23:00:00,2010,5,23,0,1,Heavy Rain,5619
Andhericha Raja,Mumbai,2010-09-10 00:00:00,2010,6,0,0,0,Cloudy,7329
Andhericha Raja,Mumbai,2010-09-10 01:00:00,2010,6,1,0,0,Humid,1763
Andhericha Raja,Mumbai,2010-09-10 02:00:00,2010,6,2,0,0,Light Rain,1467
Andhericha Raja,Mumbai,2010-09-10 03:00:00,2010,6,3,0,0,Humid,2664
Andhericha Raja,Mumbai,2010-09-10 04:00:00,2010,6,4,0,0,Cloudy,1617
Andhericha Raja,Mumbai,2010-09-10 05:00:00,2010,6,5,0,0,Light Rain,586
Andhericha Raja,Mumbai,2010-09-10 06:00:00,2010,6,6,0,0,Sunny,6956
Andhericha Raja,Mumbai,2010-09-10 07:00:00,2010,6,7,0,0,Heavy Rain,2413
Andhericha Raja,Mumbai,2010-09-10 08:00:00,2010,6,8,0,0,Light Rain,4032
Andhericha Raja,Mumbai,2010-09-10 09:00:00,2010,6,9,0,0,Sunny,7311
Andhericha Raja,Mumbai,2010-09-10 10:00:00,2010,6,10,0,0,Cloudy,6951
Andhericha Raja,Mumbai,2010-09-10 11:00:00,2010,6,11,0,0,Cloudy,4396
Andhericha Raja,Mumbai,2010-09-10 12:00:00,2010,6,12,0,0,Heavy Rain,2642
Andhericha Raja,Mumbai,2010-09-10 13:00:00,2010,6,13,0,0,Light Rain,4123
Andhericha Raja,Mumbai,2010-09-10 14:00:00,2010,6,14,0,0,Heavy Rain,3306
Andhericha Raja,Mumbai,2010-09-10 15:00:00,2010,6,15,0,0,Humid,5622
Andhericha Raja,Mumbai,2010-09-10 16:00:00,2010,6,16,0,0,Cloudy,6065
Andhericha Raja,Mumbai,2010-09-10 17:00:00,2010,6,17,0,0,Humid,8240
Andhericha Raja,Mumbai,2010-09-10 18:00:00,2010,6,18,0,0,Heavy Rain,9364
Andhericha Raja,Mumbai,2010-09-10 19:00:00,2010,6,19,0,0,Sunny,15704
Andhericha Raja,Mumbai,2010-09-10 20:00:00,2010,6,20,0,0,Heavy Rain,13811
Andhericha Raja,Mumbai,2010-09-10 21:00:00,2010,6,21,0,0,Sunny,17830
Andhericha Raja,Mumbai,2010-09-10 22:00:00,2010,6,22,0,0,Sunny,23506
Andhericha Raja,Mumbai,2010-09-10 23:00:00,2010,6,23,0,0,Humid,17980
Andhericha Raja,Mumbai,2010-09-11 00:00:00,2010,7,0,1,1,Humid,7539
Andhericha Raja,Mumbai,2010-09-11 01:00:00,2010,7,1,1,1,Sunny,2234
Andhericha Raja,Mumbai,2010-09-11 02:00:00,2010,7,2,1,1,Sunny,1629
Andhericha Raja,Mumbai,2010-09-11 03:00:00,2010,7,3,1,1,Sunny,3659
Andhericha Raja,Mumbai,2010-09-11 04:00:00,2010,7,4,1,1,Cloudy,2048
Andhericha Raja,Mumbai,2010-09-11 05:00:00,2010,7,5,1,1,Light Rain,1679
Andhericha Raja,Mumbai,2010-09-11 06:00:00,2010,7,6,1,1,Humid,13262
Andhericha Raja,Mumbai,2010-09-11 07:00:00,2010,7,7,1,1,Humid,14282
Andhericha Raja,Mumbai,2010-09-11 08:00:00,2010,7,8,1,1,Heavy Rain,4925
Andhericha Raja,Mumbai,2010-09-11 09:00:00,2010,7,9,1,1,Light Rain,9858
Andhericha Raja,Mumbai,2010-09-11 10:00:00,2010,7,10,1,1,Cloudy,10833
Andhericha Raja,Mumbai,2010-09-11 11:00:00,2010,7,11,1,1,Heavy Rain,4014
Andhericha Raja,Mumbai,2010-09-11 12:00:00,2010,7,12,1,1,Cloudy,7453
Andhericha Raja,Mumbai,2010-09-11 13:00:00,2010,7,13,1,1,Cloudy,10865
Andhericha Raja,Mumbai,2010-09-11 14:00:00,2010,7,14,1,1,Cloudy,10348
Andhericha Raja,Mumbai,2010-09-11 15:00:00,2010,7,15,1,1,Light Rain,7654
Andhericha Raja,Mumbai,2010-09-11 16:00:00,2010,7,16,1,1,Sunny,13588
Andhericha Raja,Mumbai,2010-09-11 17:00:00,2010,7,17,1,1,Cloudy,16063
Andhericha Raja,Mumbai,2010-09-11 18:00:00,2010,7,18,1,1,Cloudy,63133
Andhericha Raja,Mumbai,2010-09-11 19:00:00,2010,7,19,1,1,Cloudy,42159
Andhericha Raja,Mumbai,2010-09-11 20:00:00,2010,7,20,1,1,Sunny,39717
Andhericha Raja,Mumbai,2010-09-11 21:00:00,2010,7,21,1,1,Heavy Rain,13696
Andhericha Raja,Mumbai,2010-09-11 22:00:00,2010,7,22,1,1,Cloudy,27071
Andhericha Raja,Mumbai,2010-09-11 23:00:00,2010,7,23,1,1,Light Rain,14593
Andhericha Raja,Mumbai,2010-09-12 00:00:00,2010,8,0,1,0,Heavy Rain,3034
Andhericha Raja,Mumbai,2010-09-12 01:00:00,2010,8,1,1,0,Humid,1942
Andhericha Raja,Mumbai,2010-09-12 02:00:00,2010,8,2,1,0,Cloudy,4259
Andhericha Raja,Mumbai,2010-09-12 03:00:00,2010,8,3,1,0,Cloudy,1547
Andhericha Raja,Mumbai,2010-09-12 04:00:00,2010,8,4,1,0,Light Rain,2776
Andhericha Raja,Mumbai,2010-09-12 05:00:00,2010,8,5,1,0,Humid,1535
Andhericha Raja,Mumbai,2010-09-12 06:00:00,2010,8,6,1,0,Humid,9334
Andhericha Raja,Mumbai,2010-09-12 07:00:00,2010,8,7,1,0,Cloudy,8452
Andhericha Raja,Mumbai,2010-09-12 08:00:00,2010,8,8,1,0,Heavy Rain,4240
Andhericha Raja,Mumbai,2010-09-12 09:00:00,2010,8,9,1,0,Sunny,6901
Andhericha Raja,Mumbai,2010-09-12 10:00:00,2010,8,10,1,0,Light Rain,7956
Andhericha Raja,Mumbai,2010-09-12 11:00:00,2010,8,11,1,0,Light Rain,7029
Andhericha Raja,Mumbai,2010-09-12 12:00:00,2010,8,12,1,0,Humid,13484
Andhericha Raja,Mumbai,2010-09-12 13:00:00,2010,8,13,1,0,Humid,14112
Andhericha Raja,Mumbai,2010-09-12 14:00:00,2010,8,14,1,0,Humid,11598
Andhericha Raja,Mumbai,2010-09-12 15:00:00,2010,8,15,1,0,Cloudy,11702
Andhericha Raja,Mumbai,2010-09-12 16:00:00,2010,8,16,1,0,Heavy Rain,6563
Andhericha Raja,Mumbai,2010-09-12 17:00:00,2010,8,17,1,0,Humid,9947
Andhericha Raja,Mumbai,2010-09-12 18:00:00,2010,8,18,1,0,Heavy Rain,20113
Andhericha Raja,Mumbai,2010-09-12 19:00:00,2010,8,19,1,0,Sunny,53303
Andhericha Raja,Mumbai,2010-09-12 20:00:00,2010,8,20,1,0,Cloudy,27409
Andhericha Raja,Mumbai,2010-09-12 21:00:00,2010,8,21,1,0,Sunny,24398
Andhericha Raja,Mumbai,2010-09-12 22:00:00,2010,8,22,1,0,Light Rain,27001
Andhericha Raja,Mumbai,2010-09-12 23:00:00,2010,8,23,1,0,Sunny,47127
Andhericha Raja,Mumbai,2010-09-13 00:00:00,2010,9,0,0,0,Sunny,8456
Andhericha Raja,Mumbai,2010-09-13 01:00:00,2010,9,1,0,0,Cloudy,2630
Andhericha Raja,Mumbai,2010-09-13 02:00:00,2010,9,2,0,0,Heavy Rain,634
Andhericha Raja,Mumbai,2010-09-13 03:00:00,2010,9,3,0,0,Sunny,2979
Andhericha Raja,Mumbai,2010-09-13 04:00:00,2010,9,4,0,0,Humid,1258
Andhericha Raja,Mumbai,2010-09-13 05:00:00,2010,9,5,0,0,Heavy Rain,535
Andhericha Raja,Mumbai,2010-09-13 06:00:00,2010,9,6,0,0,Sunny,5125
Andhericha Raja,Mumbai,2010-09-13 07:00:00,2010,9,7,0,0,Light Rain,4939
Andhericha Raja,Mumbai,2010-09-13 08:00:00,2010,9,8,0,0,Heavy Rain,2128
Andhericha Raja,Mumbai,2010-09-13 09:00:00,2010,9,9,0,0,Cloudy,5834
Andhericha Raja,Mumbai,2010-09-13 10:00:00,2010,9,10,0,0,Humid,5716
Andhericha Raja,Mumbai,2010-09-13 11:00:00,2010,9,11,0,0,Sunny,6311
Andhericha Raja,Mumbai,2010-09-13 12:00:00,2010,9,12,0,0,Humid,4292
Andhericha Raja,Mumbai,2010-09-13 13:00:00,2010,9,13,0,0,Heavy Rain,2039
Andhericha Raja,Mumbai,2010-09-13 14:00:00,2010,9,14,0,0,Humid,5987
Andhericha Raja,Mumbai,2010-09-13 15:00:00,2010,9,15,0,0,Heavy Rain,3498
Andhericha Raja,Mumbai,2010-09-13 16:00:00,2010,9,16,0,0,Heavy Rain,2122
Andhericha Raja,Mumbai,2010-09-13 17:00:00,2010,9,17,0,0,Humid,7080
Andhericha Raja,Mumbai,2010-09-13 18:00:00,2010,9,18,0,0,Heavy Rain,9013
Andhericha Raja,Mumbai,2010-09-13 19:00:00,2010,9,19,0,0,Sunny,19364
Andhericha Raja,Mumbai,2010-09-13 20:00:00,2010,9,20,0,0,Heavy Rain,8488
Andhericha Raja,Mumbai,2010-09-13 21:00:00,2010,9,21,0,0,Light Rain,23275
Andhericha Raja,Mumbai,2010-09-13 22:00:00,2010,9,22,0,0,Cloudy,22158
Andhericha Raja,Mumbai,2010-09-13 23:00:00,2010,9,23,0,0,Cloudy,23031
Andhericha Raja,Mumbai,2010-09-14 00:00:00,2010,10,0,0,1,Heavy Rain,2129
Andhericha Raja,Mumbai,2010-09-14 01:00:00,2010,10,1,0,1,Heavy Rain,418
Andhericha Raja,Mumbai,2010-09-14 02:00:00,2010,10,2,0,1,Humid,3576
Andhericha Raja,Mumbai,2010-09-14 03:00:00,2010,10,3,0,1,Cloudy,680
Andhericha Raja,Mumbai,2010-09-14 04:00:00,2010,10,4,0,1,Light Rain,1211
Andhericha Raja,Mumbai,2010-09-14 05:00:00,2010,10,5,0,1,Heavy Rain,509
Andhericha Raja,Mumbai,2010-09-14 06:00:00,2010,10,6,0,1,Heavy Rain,2784
Andhericha Raja,Mumbai,2010-09-14 07:00:00,2010,10,7,0,1,Light Rain,4947
Andhericha Raja,Mumbai,2010-09-14 08:00:00,2010,10,8,0,1,Sunny,8961
Andhericha Raja,Mumbai,2010-09-14 09:00:00,2010,10,9,0,1,Sunny,4345
Andhericha Raja,Mumbai,2010-09-14 10:00:00,2010,10,10,0,1,Humid,6759
Andhericha Raja,Mumbai,2010-09-14 11:00:00,2010,10,11,0,1,Humid,6236
Andhericha Raja,Mumbai,2010-09-14 12:00:00,2010,10,12,0,1,Heavy Rain,3002
Andhericha Raja,Mumbai,2010-09-14 13:00:00,2010,10,13,0,1,Sunny,5821
Andhericha Raja,Mumbai,2010-09-14 14:00:00,2010,10,14,0,1,Light Rain,5419
Andhericha Raja,Mumbai,2010-09-14 15:00:00,2010,10,15,0,1,Cloudy,5183
Andhericha Raja,Mumbai,2010-09-14 16:00:00,2010,10,16,0,1,Cloudy,6767
Andhericha Raja,Mumbai,2010-09-14 17:00:00,2010,10,17,0,1,Light Rain,5432
Andhericha Raja,Mumbai,2010-09-14 18:00:00,2010,10,18,0,1,Light Rain,14130
Andhericha Raja,Mumbai,2010-09-14 19:00:00,2010,10,19,0,1,Sunny,24045
Andhericha Raja,Mumbai,2010-09-14 20:00:00,2010,10,20,0,1,Heavy Rain,12348
Andhericha Raja,Mumbai,2010-09-14 21:00:00,2010,10,21,0,1,Humid,23628
Andhericha Raja,Mumbai,2010-09-14 22:00:00,2010,10,22,0,1,Cloudy,17228
Andhericha Raja,Mumbai,2010-09-14 23:00:00,2010,10,23,0,1,Light Rain,9739
Andhericha Raja,Mumbai,2010-09-15 00:00:00,2010,11,0,0,1,Cloudy,20375
Andhericha Raja,Mumbai,2010-09-15 01:00:00,2010,11,1,0,1,Humid,4030
Andhericha Raja,Mumbai,2010-09-15 02:00:00,2010,11,2,0,1,Sunny,9005
Andhericha Raja,Mumbai,2010-09-15 03:00:00,2010,11,3,0,1,Humid,7589
Andhericha Raja,Mumbai,2010-09-15 04:00:00,2010,11,4,0,1,Sunny,5063
Andhericha Raja,Mumbai,2010-09-15 05:00:00,2010,11,5,0,1,Light Rain,3837
Andhericha Raja,Mumbai,2010-09-15 06:00:00,2010,11,6,0,1,Sunny,35114
Andhericha Raja,Mumbai,2010-09-15 07:00:00,2010,11,7,0,1,Light Rain,13290
Andhericha Raja,Mumbai,2010-09-15 08:00:00,2010,11,8,0,1,Humid,32676
Andhericha Raja,Mumbai,2010-09-15 09:00:00,2010,11,9,0,1,Humid,28159
Andhericha Raja,Mumbai,2010-09-15 10:00:00,2010,11,10,0,1,Cloudy,14896
Andhericha Raja,Mumbai,2010-09-15 11:00:00,2010,11,11,0,1,Heavy Rain,15565
Andhericha Raja,Mumbai,2010-09-15 12:00:00,2010,11,12,0,1,Humid,22272
Andhericha Raja,Mumbai,2010-09-15 13:00:00,2010,11,13,0,1,Sunny,23753
Andhericha Raja,Mumbai,2010-09-15 14:00:00,2010,11,14,0,1,Cloudy,20182
Andhericha Raja,Mumbai,2010-09-15 15:00:00,2010,11,15,0,1,Sunny,20244
Andhericha Raja,Mumbai,2010-09-15 16:00:00,2010,11,16,0,1,Humid,26670
Andhericha Raja,Mumbai,2010-09-15 17:00:00,2010,11,17,0,1,Cloudy,41947
Andhericha Raja,Mumbai,2010-09-15 18:00:00,2010,11,18,0,1,Cloudy,125942
Andhericha Raja,Mumbai,2010-09-15 19:00:00,2010,11,19,0,1,Sunny,110641
Andhericha Raja,Mumbai,2010-09-15 20:00:00,2010,11,20,0,1,Heavy Rain,24759
Andhericha Raja,Mumbai,2010-09-15 21:00:00,2010,11,21,0,1,Heavy Rain,37775
Andhericha Raja,Mumbai,2010-09-15 22:00:00,2010,11,22,0,1,Cloudy,58270
Andhericha Raja,Mumbai,2010-09-15 23:00:00,2010,11,23,0,1,Sunny,51776
Andhericha Raja,Mumbai,2011-09-05 00:00:00,2011,1,0,0,1,Cloudy,14674
Andhericha Raja,Mumbai,2011-09-05 01:00:00,2011,1,1,0,1,Humid,5941
Andhericha Raja,Mumbai,2011-09-05 02:00:00,2011,1,2,0,1,Light Rain,3956
Andhericha Raja,Mumbai,2011-09-05 03:00:00,2011,1,3,0,1,Heavy Rain,1131
Andhericha Raja,Mumbai,2011-09-05 04:00:00,2011,1,4,0,1,Light Rain,2965
Andhericha Raja,Mumbai,2011-09-05 05:00:00,2011,1,5,0,1,Humid,7539
Andhericha Raja,Mumbai,2011-09-05 06:00:00,2011,1,6,0,1,Heavy Rain,6021
Andhericha Raja,Mumbai,2011-09-05 07:00:00,2011,1,7,0,1,Sunny,19208
Andhericha Raja,Mumbai,2011-09-05 08:00:00,2011,1,8,0,1,Cloudy,27210
Andhericha Raja,Mumbai,2011-09-05 09:00:00,2011,1,9,0,1,Heavy Rain,4393
Andhericha Raja,Mumbai,2011-09-05 10:00:00,2011,1,10,0,1,Light Rain,17990
Andhericha Raja,Mumbai,2011-09-05 11:00:00,2011,1,11,0,1,Sunny,14596
Andhericha Raja,Mumbai,2011-09-05 12:00:00,2011,1,12,0,1,Light Rain,17990
Andhericha Raja,Mumbai,2011-09-05 13:00:00,2011,1,13,0,1,Cloudy,13970
Andhericha Raja,Mumbai,2011-09-05 14:00:00,2011,1,14,0,1,Light Rain,15963
Andhericha Raja,Mumbai,2011-09-05 15:00:00,2011,1,15,0,1,Cloudy,13026
Andhericha Raja,Mumbai,2011-09-05 16:00:00,2011,1,16,0,1,Sunny,21942
Andhericha Raja,Mumbai,2011-09-05 17:00:00,2011,1,17,0,1,Heavy Rain,4999
Andhericha Raja,Mumbai,2011-09-05 18:00:00,2011,1,18,0,1,Light Rain,30309
Andhericha Raja,Mumbai,2011-09-05 19:00:00,2011,1,19,0,1,Light Rain,29728
Andhericha Raja,Mumbai,2011-09-05 20:00:00,2011,1,20,0,1,Heavy Rain,17172
Andhericha Raja,Mumbai,2011-09-05 21:00:00,2011,1,21,0,1,Humid,81141
Andhericha Raja,Mumbai,2011-09-05 22:00:00,2011,1,22,0,1,Sunny,78272
Andhericha Raja,Mumbai,2011-09-05 23:00:00,2011,1,23,0,1,Sunny,72802
Andhericha Raja,Mumbai,2011-09-06 00:00:00,2011,2,0,0,0,Light Rain,5003
Andhericha Raja,Mumbai,2011-09-06 01:00:00,2011,2,1,0,0,Heavy Rain,981
