mandal_name,city,datetime,year,day_of_festival,hour_of_day,is_weekend,is_special_day,weather,headcount
Lalbaugcha Raja,Mumbai,2010-09-08 08:00:00,2010,4,8,0,0,Sunny,22347
Lalbaugcha Raja,Mumbai,2010-09-08 09:00:00,2010,4,9,0,0,Sunny,17463
Lalbaugcha Raja,Mumbai,2010-09-08 10:00:00,2010,4,10,0,0,Sunny,24831
Lalbaugcha Raja,Mumbai,2010-09-08 11:00:00,2010,4,11,0,0,Light Rain,8629
Lalbaugcha Raja,Mumbai,2010-09-08 12:00:00,2010,4,12,0,0,Cloudy,12908
Lalbaugcha Raja,Mumbai,2010-09-08 13:00:00,2010,4,13,0,0,Sunny,19532
Lalbaugcha Raja,Mumbai,2010-09-08 14:00:00,2010,4,14,0,0,Cloudy,23714
Lalbaugcha Raja,Mumbai,2010-09-08 15:00:00,2010,4,15,0,0,Humid,12496
Lalbaugcha Raja,Mumbai,2010-09-08 16:00:00,2010,4,16,0,0,Cloudy,16976
Lalbaugcha Raja,Mumbai,2010-09-08 17:00:00,2010,4,17,0,0,Heavy Rain,9054
Lalbaugcha Raja,Mumbai,2010-09-08 18:00:00,2010,4,18,0,0,Cloudy,62325
Lalbaugcha Raja,Mumbai,2010-09-08 19:00:00,2010,4,19,0,0,Sunny,58279
Lalbaugcha Raja,Mumbai,2010-09-08 20:00:00,2010,4,20,0,0,Humid,64959
Lalbaugcha Raja,Mumbai,2010-09-08 21:00:00,2010,4,21,0,0,Heavy Rain,13123
Lalbaugcha Raja,Mumbai,2010-09-08 22:00:00,2010,4,22,0,0,Heavy Rain,13565
Lalbaugcha Raja,Mumbai,2010-09-08 23:00:00,2010,4,23,0,0,Humid,41328
Lalbaugcha Raja,Mumbai,2010-09-09 00:00:00,2010,5,0,0,1,Humid,24278
Lalbaugcha Raja,Mumbai,2010-09-09 01:00:00,2010,5,1,0,1,Cloudy,3230
Lalbaugcha Raja,Mumbai,2010-09-09 02:00:00,2010,5,2,0,1,Humid,5015
Lalbaugcha Raja,Mumbai,2010-09-09 03:00:00,2010,5,3,0,1,Heavy Rain,2323
Lalbaugcha Raja,Mumbai,2010-09-09 04:00:00,2010,5,4,0,1,Heavy Rain,1905
Lalbaugcha Raja,Mumbai,2010-09-09 05:00:00,2010,5,5,0,1,Heavy Rain,2734
Lalbaugcha Raja,Mumbai,2010-09-09 06:00:00,2010,5,6,0,1,Heavy Rain,9318
Lalbaugcha Raja,Mumbai,2010-09-09 07:00:00,2010,5,7,0,1,Sunny,19173
Lalbaugcha Raja,Mumbai,2010-09-09 08:00:00,2010,5,8,0,1,Humid,10610
Lalbaugcha Raja,Mumbai,2010-09-09 09:00:00,2010,5,9,0,1,Humid,11194
Lalbaugcha Raja,Mumbai,2010-09-09 10:00:00,2010,5,10,0,1,Sunny,15075
Lalbaugcha Raja,Mumbai,2010-09-09 11:00:00,2010,5,11,0,1,Heavy Rain,7652
Lalbaugcha Raja,Mumbai,2010-09-09 12:00:00,2010,5,12,0,1,Cloudy,11663
Lalbaugcha Raja,Mumbai,2010-09-09 13:00:00,2010,5,13,0,1,Light Rain,13362
Lalbaugcha Raja,Mumbai,2010-09-09 14:00:00,2010,5,14,0,1,Sunny,14815
Lalbaugcha Raja,Mumbai,2010-09-09 15:00:00,2010,5,15,0,1,Sunny,20405
Lalbaugcha Raja,Mumbai,2010-09-09 16:00:00,2010,5,16,0,1,Sunny,16930
Lalbaugcha Raja,Mumbai,2010-09-09 17:00:00,2010,5,17,0,1,Cloudy,24147
Lalbaugcha Raja,Mumbai,2010-09-09 18:00:00,2010,5,18,0,1,Light Rain,44636
Lalbaugcha Raja,Mumbai,2010-09-09 19:00:00,2010,5,19,0,1,Humid,76071
Lalbaugcha Raja,Mumbai,2010-09-09 20:00:00,2010,5,20,0,1,Cloudy,73263
Lalbaugcha Raja,Mumbai,2010-09-09 21:00:00,2010,5,21,0,1,Sunny,59839
Lalbaugcha Raja,Mumbai,2010-09-09 22:00:00,2010,5,22,0,1,Humid,71618
Lalbaugcha Raja,Mumbai,2010-09-09 23:00:00,2010,5,23,0,1,Humid,54911
Lalbaugcha Raja,Mumbai,2010-09-10 00:00:00,2010,6,0,0,0,Humid,21580
Lalbaugcha Raja,Mumbai,2010-09-10 01:00:00,2010,6,1,0,0,Light Rain,3538
Lalbaugcha Raja,Mumbai,2010-09-10 02:00:00,2010,6,2,0,0,Cloudy,1494
Lalbaugcha Raja,Mumbai,2010-09-10 03:00:00,2010,6,3,0,0,Sunny,2501
Lalbaugcha Raja,Mumbai,2010-09-10 04:00:00,2010,6,4,0,0,Heavy Rain,569
Lalbaugcha Raja,Mumbai,2010-09-10 05:00:00,2010,6,5,0,0,Cloudy,4689
Lalbaugcha Raja,Mumbai,2010-09-10 06:00:00,2010,6,6,0,0,Sunny,12518
Lalbaugcha Raja,Mumbai,2010-09-10 07:00:00,2010,6,7,0,0,Light Rain,9486
Lalbaugcha Raja,Mumbai,2010-09-10 08:00:00,2010,6,8,0,0,Cloudy,10890
Lalbaugcha Raja,Mumbai,2010-09-10 09:00:00,2010,6,9,0,0,Light Rain,7674
Lalbaugcha Raja,Mumbai,2010-09-10 10:00:00,2010,6,10,0,0,Sunny,12253
Lalbaugcha Raja,Mumbai,2010-09-10 11:00:00,2010,6,11,0,0,Cloudy,10017
Lalbaugcha Raja,Mumbai,2010-09-10 12:00:00,2010,6,12,0,0,Sunny,23215
Lalbaugcha Raja,Mumbai,2010-09-10 13:00:00,2010,6,13,0,0,Sunny,19199
Lalbaugcha Raja,Mumbai,2010-09-10 14:00:00,2010,6,14,0,0,Sunny,23153
Lalbaugcha Raja,Mumbai,2010-09-10 15:00:00,2010,6,15,0,0,Cloudy,18836
Lalbaugcha Raja,Mumbai,2010-09-10 16:00:00,2010,6,16,0,0,Heavy Rain,8580
Lalbaugcha Raja,Mumbai,2010-09-10 17:00:00,2010,6,17,0,0,Cloudy,24602
Lalbaugcha Raja,Mumbai,2010-09-10 18:00:00,2010,6,18,0,0,Cloudy,82459
Lalbaugcha Raja,Mumbai,2010-09-10 19:00:00,2010,6,19,0,0,Humid,42132
Lalbaugcha Raja,Mumbai,2010-09-10 20:00:00,2010,6,20,0,0,Humid,57387
Lalbaugcha Raja,Mumbai,2010-09-10 21:00:00,2010,6,21,0,0,Cloudy,30081
Lalbaugcha Raja,Mumbai,2010-09-10 22:00:00,2010,6,22,0,0,Cloudy,61926
Lalbaugcha Raja,Mumbai,2010-09-10 23:00:00,2010,6,23,0,0,Cloudy,67987
Lalbaugcha Raja,Mumbai,2010-09-11 00:00:00,2010,7,0,1,1,Light Rain,17869
Lalbaugcha Raja,Mumbai,2010-09-11 01:00:00,2010,7,1,1,1,Cloudy,10120
Lalbaugcha Raja,Mumbai,2010-09-11 02:00:00,2010,7,2,1,1,Sunny,5052
Lalbaugcha Raja,Mumbai,2010-09-11 03:00:00,2010,7,3,1,1,Cloudy,3473
Lalbaugcha Raja,Mumbai,2010-09-11 04:00:00,2010,7,4,1,1,Cloudy,4749
Lalbaugcha Raja,Mumbai,2010-09-11 05:00:00,2010,7,5,1,1,Sunny,10947
Lalbaugcha Raja,Mumbai,2010-09-11 06:00:00,2010,7,6,1,1,Cloudy,34446
Lalbaugcha Raja,Mumbai,2010-09-11 07:00:00,2010,7,7,1,1,Sunny,23963
Lalbaugcha Raja,Mumbai,2010-09-11 08:00:00,2010,7,8,1,1,Heavy Rain,14619
Lalbaugcha Raja,Mumbai,2010-09-11 09:00:00,2010,7,9,1,1,Humid,28810
Lalbaugcha Raja,Mumbai,2010-09-11 10:00:00,2010,7,10,1,1,Cloudy,30373
Lalbaugcha Raja,Mumbai,2010-09-11 11:00:00,2010,7,11,1,1,Heavy Rain,16651
Lalbaugcha Raja,Mumbai,2010-09-11 12:00:00,2010,7,12,1,1,Cloudy,17720
Lalbaugcha Raja,Mumbai,2010-09-11 13:00:00,2010,7,13,1,1,Light Rain,19890
Lalbaugcha Raja,Mumbai,2010-09-11 14:00:00,2010,7,14,1,1,Humid,32621
Lalbaugcha Raja,Mumbai,2010-09-11 15:00:00,2010,7,15,1,1,Sunny,27193
Lalbaugcha Raja,Mumbai,2010-09-11 16:00:00,2010,7,16,1,1,Sunny,15803
Lalbaugcha Raja,Mumbai,2010-09-11 17:00:00,2010,7,17,1,1,Cloudy,32369
Lalbaugcha Raja,Mumbai,2010-09-11 18:00:00,2010,7,18,1,1,Heavy Rain,48737
Lalbaugcha Raja,Mumbai,2010-09-11 19:00:00,2010,7,19,1,1,Humid,69313
Lalbaugcha Raja,Mumbai,2010-09-11 20:00:00,2010,7,20,1,1,Light Rain,96342
Lalbaugcha Raja,Mumbai,2010-09-11 21:00:00,2010,7,21,1,1,Heavy Rain,52630
Lalbaugcha Raja,Mumbai,2010-09-11 22:00:00,2010,7,22,1,1,Cloudy,82487
Lalbaugcha Raja,Mumbai,2010-09-11 23:00:00,2010,7,23,1,1,Sunny,43270
Lalbaugcha Raja,Mumbai,2010-09-12 00:00:00,2010,8,0,1,0,Sunny,24288
Lalbaugcha Raja,Mumbai,2010-09-12 01:00:00,2010,8,1,1,0,Sunny,6174
Lalbaugcha Raja,Mumbai,2010-09-12 02:00:00,2010,8,2,1,0,Cloudy,12702
Lalbaugcha Raja,Mumbai,2010-09-12 03:00:00,2010,8,3,1,0,Cloudy,3870
Lalbaugcha Raja,Mumbai,2010-09-12 04:00:00,2010,8,4,1,0,Light Rain,5418
Lalbaugcha Raja,Mumbai,2010-09-12 05:00:00,2010,8,5,1,0,Sunny,11542
Lalbaugcha Raja,Mumbai,2010-09-12 06:00:00,2010,8,6,1,0,Humid,31980
Lalbaugcha Raja,Mumbai,2010-09-12 07:00:00,2010,8,7,1,0,Cloudy,27529
Lalbaugcha Raja,Mumbai,2010-09-12 08:00:00,2010,8,8,1,0,Humid,43846
Lalbaugcha Raja,Mumbai,2010-09-12 09:00:00,2010,8,9,1,0,Cloudy,32346
Lalbaugcha Raja,Mumbai,2010-09-12 10:00:00,2010,8,10,1,0,Sunny,34169
Lalbaugcha Raja,Mumbai,2010-09-12 11:00:00,2010,8,11,1,0,Cloudy,34696
Lalbaugcha Raja,Mumbai,2010-09-12 12:00:00,2010,8,12,1,0,Humid,19402
Lalbaugcha Raja,Mumbai,2010-09-12 13:00:00,2010,8,13,1,0,Heavy Rain,13321
Lalbaugcha Raja,Mumbai,2010-09-12 14:00:00,2010,8,14,1,0,Cloudy,22901
Lalbaugcha Raja,Mumbai,2010-09-12 15:00:00,2010,8,15,1,0,Humid,25745
Lalbaugcha Raja,Mumbai,2010-09-12 16:00:00,2010,8,16,1,0,Cloudy,22655
Lalbaugcha Raja,Mumbai,2010-09-12 17:00:00,2010,8,17,1,0,Humid,33588
Lalbaugcha Raja,Mumbai,2010-09-12 18:00:00,2010,8,18,1,0,Humid,66922
Lalbaugcha Raja,Mumbai,2010-09-12 19:00:00,2010,8,19,1,0,Sunny,152673
Lalbaugcha Raja,Mumbai,2010-09-12 20:00:00,2010,8,20,1,0,Light Rain,38528
Lalbaugcha Raja,Mumbai,2010-09-12 21:00:00,2010,8,21,1,0,Sunny,176427
Lalbaugcha Raja,Mumbai,2010-09-12 22:00:00,2010,8,22,1,0,Humid,136884
Lalbaugcha Raja,Mumbai,2010-09-12 23:00:00,2010,8,23,1,0,Light Rain,35099
Lalbaugcha Raja,Mumbai,2010-09-13 00:00:00,2010,9,0,0,0,Light Rain,10760
Lalbaugcha Raja,Mumbai,2010-09-13 01:00:00,2010,9,1,0,0,Sunny,2256
Lalbaugcha Raja,Mumbai,2010-09-13 02:00:00,2010,9,2,0,0,Heavy Rain,2400
Lalbaugcha Raja,Mumbai,2010-09-13 03:00:00,2010,9,3,0,0,Cloudy,3809
Lalbaugcha Raja,Mumbai,2010-09-13 04:00:00,2010,9,4,0,0,Light Rain,1868
Lalbaugcha Raja,Mumbai,2010-09-13 05:00:00,2010,9,5,0,0,Cloudy,4180
Lalbaugcha Raja,Mumbai,2010-09-13 06:00:00,2010,9,6,0,0,Sunny,21364
Lalbaugcha Raja,Mumbai,2010-09-13 07:00:00,2010,9,7,0,0,Sunny,19683
Lalbaugcha Raja,Mumbai,2010-09-13 08:00:00,2010,9,8,0,0,Heavy Rain,4556
Lalbaugcha Raja,Mumbai,2010-09-13 09:00:00,2010,9,9,0,0,Light Rain,8534
Lalbaugcha Raja,Mumbai,2010-09-13 10:00:00,2010,9,10,0,0,Humid,17070
Lalbaugcha Raja,Mumbai,2010-09-13 11:00:00,2010,9,11,0,0,Light Rain,17098
Lalbaugcha Raja,Mumbai,2010-09-13 12:00:00,2010,9,12,0,0,Heavy Rain,9071
Lalbaugcha Raja,Mumbai,2010-09-13 13:00:00,2010,9,13,0,0,Cloudy,23369
Lalbaugcha Raja,Mumbai,2010-09-13 14:00:00,2010,9,14,0,0,Humid,10345
Lalbaugcha Raja,Mumbai,2010-09-13 15:00:00,2010,9,15,0,0,Heavy Rain,7868
Lalbaugcha Raja,Mumbai,2010-09-13 16:00:00,2010,9,16,0,0,Heavy Rain,9501
Lalbaugcha Raja,Mumbai,2010-09-13 17:00:00,2010,9,17,0,0,Light Rain,17157
Lalbaugcha Raja,Mumbai,2010-09-13 18:00:00,2010,9,18,0,0,Cloudy,42104
Lalbaugcha Raja,Mumbai,2010-09-13 19:00:00,2010,9,19,0,0,Light Rain,28727
Lalbaugcha Raja,Mumbai,2010-09-13 20:00:00,2010,9,20,0,0,Cloudy,56263
Lalbaugcha Raja,Mumbai,2010-09-13 21:00:00,2010,9,21,0,0,Humid,38670
Lalbaugcha Raja,Mumbai,2010-09-13 22:00:00,2010,9,22,0,0,Cloudy,41908
Lalbaugcha Raja,Mumbai,2010-09-13 23:00:00,2010,9,23,0,0,Heavy Rain,30472
Lalbaugcha Raja,Mumbai,2010-09-14 00:00:00,2010,10,0,0,1,Light Rain,8439
Lalbaugcha Raja,Mumbai,2010-09-14 01:00:00,2010,10,1,0,1,Light Rain,4069
Lalbaugcha Raja,Mumbai,2010-09-14 02:00:00,2010,10,2,0,1,Light Rain,3650
Lalbaugcha Raja,Mumbai,2010-09-14 03:00:00,2010,10,3,0,1,Sunny,5528
Lalbaugcha Raja,Mumbai,2010-09-14 04:00:00,2010,10,4,0,1,Humid,3755
Lalbaugcha Raja,Mumbai,2010-09-14 05:00:00,2010,10,5,0,1,Humid,3255
Lalbaugcha Raja,Mumbai,2010-09-14 06:00:00,2010,10,6,0,1,Light Rain,16097
Lalbaugcha Raja,Mumbai,2010-09-14 07:00:00,2010,10,7,0,1,Sunny,19783
Lalbaugcha Raja,Mumbai,2010-09-14 08:00:00,2010,10,8,0,1,Cloudy,19322
Lalbaugcha Raja,Mumbai,2010-09-14 09:00:00,2010,10,9,0,1,Humid,17970
Lalbaugcha Raja,Mumbai,2010-09-14 10:00:00,2010,10,10,0,1,Sunny,24709
Lalbaugcha Raja,Mumbai,2010-09-14 11:00:00,2010,10,11,0,1,Light Rain,13197
Lalbaugcha Raja,Mumbai,2010-09-14 12:00:00,2010,10,12,0,1,Heavy Rain,6872
Lalbaugcha Raja,Mumbai,2010-09-14 13:00:00,2010,10,13,0,1,Humid,16106
Lalbaugcha Raja,Mumbai,2010-09-14 14:00:00,2010,10,14,0,1,Heavy Rain,5614
Lalbaugcha Raja,Mumbai,2010-09-14 15:00:00,2010,10,15,0,1,Humid,15739
Lalbaugcha Raja,Mumbai,2010-09-14 16:00:00,2010,10,16,0,1,Humid,23775
Lalbaugcha Raja,Mumbai,2010-09-14 17:00:00,2010,10,17,0,1,Heavy Rain,8718
Lalbaugcha Raja,Mumbai,2010-09-14 18:00:00,2010,10,18,0,1,Light Rain,22140
Lalbaugcha Raja,Mumbai,2010-09-14 19:00:00,2010,10,19,0,1,Heavy Rain,20472
Lalbaugcha Raja,Mumbai,2010-09-14 20:00:00,2010,10,20,0,1,Light Rain,37633
Lalbaugcha Raja,Mumbai,2010-09-14 21:00:00,2010,10,21,0,1,Heavy Rain,36439
Lalbaugcha Raja,Mumbai,2010-09-14 22:00:00,2010,10,22,0,1,Heavy Rain,20545
Lalbaugcha Raja,Mumbai,2010-09-14 23:00:00,2010,10,23,0,1,Sunny,45248
Lalbaugcha Raja,Mumbai,2010-09-15 00:00:00,2010,11,0,0,1,Cloudy,92876
Lalbaugcha Raja,Mumbai,2010-09-15 01:00:00,2010,11,1,0,1,Humid,29184
Lalbaugcha Raja,Mumbai,2010-09-15 02:00:00,2010,11,2,0,1,Heavy Rain,8674
Lalbaugcha Raja,Mumbai,2010-09-15 03:00:00,2010,11,3,0,1,Heavy Rain,9328
Lalbaugcha Raja,Mumbai,2010-09-15 04:00:00,2010,11,4,0,1,Humid,27179
Lalbaugcha Raja,Mumbai,2010-09-15 05:00:00,2010,11,5,0,1,Light Rain,11208
Lalbaugcha Raja,Mumbai,2010-09-15 06:00:00,2010,11,6,0,1,Cloudy,58666
Lalbaugcha Raja,Mumbai,2010-09-15 07:00:00,2010,11,7,0,1,Cloudy,49329
Lalbaugcha Raja,Mumbai,2010-09-15 08:00:00,2010,11,8,0,1,Sunny,53118
Lalbaugcha Raja,Mumbai,2010-09-15 09:00:00,2010,11,9,0,1,Heavy Rain,35103
Lalbaugcha Raja,Mumbai,2010-09-15 10:00:00,2010,11,10,0,1,Sunny,69439
Lalbaugcha Raja,Mumbai,2010-09-15 11:00:00,2010,11,11,0,1,Sunny,73235
Lalbaugcha Raja,Mumbai,2010-09-15 12:00:00,2010,11,12,0,1,Sunny,104516
Lalbaugcha Raja,Mumbai,2010-09-15 13:00:00,2010,11,13,0,1,Light Rain,48899
Lalbaugcha Raja,Mumbai,2010-09-15 14:00:00,2010,11,14,0,1,Sunny,74390
Lalbaugcha Raja,Mumbai,2010-09-15 15:00:00,2010,11,15,0,1,Heavy Rain,32228
Lalbaugcha Raja,Mumbai,2010-09-15 16:00:00,2010,11,16,0,1,Light Rain,35002
Lalbaugcha Raja,Mumbai,2010-09-15 17:00:00,2010,11,17,0,1,Sunny,99008
Lalbaugcha Raja,Mumbai,2010-09-15 18:00:00,2010,11,18,0,1,Heavy Rain,109686
Lalbaugcha Raja,Mumbai,2010-09-15 19:00:00,2010,11,19,0,1,Sunny,117939
Lalbaugcha Raja,Mumbai,2010-09-15 20:00:00,2010,11,20,0,1,Cloudy,217717
Lalbaugcha Raja,Mumbai,2010-09-15 21:00:00,2010,11,21,0,1,Humid,148448
Lalbaugcha Raja,Mumbai,2010-09-15 22:00:00,2010,11,22,0,1,Humid,251922
Lalbaugcha Raja,Mumbai,2010-09-15 23:00:00,2010,11,23,0,1,Cloudy,192822
Lalbaugcha Raja,Mumbai,2011-09-05 00:00:00,2011,1,0,0,1,Sunny,44968
Lalbaugcha Raja,Mumbai,2011-09-05 01:00:00,2011,1,1,0,1,Humid,22911
Lalbaugcha Raja,Mumbai,2011-09-05 02:00:00,2011,1,2,0,1,Humid,8718
Lalbaugcha Raja,Mumbai,2011-09-05 03:00:00,2011,1,3,0,1,Light Rain,3718
Lalbaugcha Raja,Mumbai,2011-09-05 04:00:00,2011,1,4,0,1,Sunny,14193
Lalbaugcha Raja,Mumbai,2011-09-05 05:00:00,2011,1,5,0,1,Humid,11797
Lalbaugcha Raja,Mumbai,2011-09-05 06:00:00,2011,1,6,0,1,Sunny,50843
Lalbaugcha Raja,Mumbai,2011-09-05 07:00:00,2011,1,7,0,1,Cloudy,34251
Lalbaugcha Raja,Mumbai,2011-09-05 08:00:00,2011,1,8,0,1,Sunny,40723
